bin_edges bin_midpoints muons muons__err nue nue__err numu numu__err nutau nutau__err noise noise__err total_mc total_mc__err data data__err data_mc_ratio data_mc_ratio__err nue_cc nue_cc__err numu_cc numu_cc__err nutau_cc nutau_cc__err nu_nc nu_nc__err nu nu__err
0.0 0.014705882352941176 0.0029769234240809503 0.00020292315539229192 6.192470961136942e-06 3.926262584703642e-07 1.418788821669317e-05 9.137113029314766e-07 9.122340251707374e-07 6.926827726828685e-08 0.03069213842768548 0.0003061569462672534 0.033690354444969435 0.00036730215975933533 0.03694577489451356 0.0003323058422081071 1.0966276699421966 0.015499334698976169 5.616535620205092e-06 3.752969062046325e-07 1.302978604319765e-05 8.7479897231698e-07 5.665137599320806e-07 5.526769409300598e-08 2.079757779666026e-06 2.9094035539422655e-07 2.129259320300084e-05 9.969061230531643e-07
0.029411764705882353 0.044117647058823525 0.0007065450866723965 8.383933619843951e-05 3.882134406006659e-06 3.0479814067970525e-07 8.509345716563856e-06 7.315503537530454e-07 6.109881068535781e-07 5.756760978598636e-08 0.002241594985663799 8.273878069398206e-05 0.0029611425405656196 0.00011779376684179074 0.003616567237469574 0.00010396899801406278 1.2213418259759827 0.05994389593838978 3.592121967672718e-06 2.934960418809486e-07 8.088780000254596e-06 7.152560717723033e-07 3.6824843552965464e-07 4.543515531491453e-08 9.53317825967121e-07 1.7772542921332975e-07 1.3002468229424114e-05 7.945954041740255e-07
0.058823529411764705 0.07352941176470587 0.0007066839197680422 8.486430556995095e-05 2.606938069211017e-06 2.4493969512594297e-07 7.281565633019855e-06 6.601357111018819e-07 4.301944449542544e-07 4.7666445095053803e-08 0.0010352870574114803 5.622907454091763e-05 0.0017522896753267075 0.00010180450496073043 0.0020473955022038497 7.822696104429488e-05 1.1684115537701385 0.08124645540284338 2.4600887309928725e-06 2.3825965622146602e-07 6.449297993820017e-06 6.095559256195201e-07 2.348626947113191e-07 3.475675998488402e-08 1.1744487276609275e-06 2.617490758399915e-07 1.0318698147185139e-05 7.057242388556441e-07
0.08823529411764705 0.10294117647058823 0.0005622185177124859 7.374093692479325e-05 2.4585142854218943e-06 2.435996856497487e-07 5.4112782401560955e-06 5.601528479521277e-07 4.053620201633909e-07 4.576496570160746e-08 0.0005924651596986053 4.253651951023935e-05 0.0011629588319568324 8.513199443830336e-05 0.001345004344513478 6.340411284872318e-05 1.1565365063269952 0.10069768328109503 2.237346209225778e-06 2.3537868979168285e-07 4.708627420378782e-06 5.197259936052185e-07 2.4411757167759917e-07 3.6996719315877204e-08 1.085063344459204e-06 2.1981687543518227e-07 8.275154545741345e-06 6.12540979856209e-07
0.11764705882352941 0.1323529411764706 0.00048130955809148814 7.073026546020136e-05 2.5746390113364458e-06 2.5239829748288986e-07 6.496903951004054e-06 6.423132277546362e-07 3.9008342740203064e-07 4.438525382723128e-08 0.0003817430152697199 3.414413328315486e-05 0.0008725141997509505 7.854343085810726e-05 0.0010700256785240558 5.655261436840795e-05 1.2263705035740196 0.1280182500369213 2.241057430514283e-06 2.3423053939021452e-07 5.945347426981429e-06 6.182246423655948e-07 2.4283847000883824e-07 3.4495026738609415e-08 1.0323830622379684e-06 1.999641792855718e-07 9.461626389742535e-06 6.915498780841099e-07
0.14705882352941177 0.16176470588235292 0.0006898439049073515 8.86533585551771e-05 2.0656292805465528e-06 2.3006070387712294e-07 4.813474467444691e-06 5.403855366257659e-07 2.7319094050139146e-07 3.7243607725816785e-08 0.00026263919450556726 2.832111269545383e-05 0.0009596353941014116 9.306905897753221e-05 0.0008637916790319892 5.0811275237175836e-05 0.9001248644448249 0.10209995115277049 1.895305669766999e-06 2.1947003783621085e-07 4.249983189748936e-06 5.063523322384542e-07 1.2907040792296884e-07 2.56918485410649e-08 8.779354210537154e-07 2.0276017613570468e-07 7.152294688492645e-06 5.884993984527002e-07
0.1764705882352941 0.19117647058823528 0.00047619700284532395 7.252499775743274e-05 1.8839533507485436e-06 2.1396559869932768e-07 4.4119545494544514e-06 5.16501770165565e-07 3.046417436988772e-07 4.0524289700547297e-08 0.00021072214442888538 2.536796512113515e-05 0.0006935196969181112 7.683568930957033e-05 0.0007711358241877274 4.800881941529019e-05 1.1119162550314428 0.14130788171382244 1.720582822718056e-06 2.0520717896645104e-07 4.160614632025389e-06 5.031987355769207e-07 1.863413807507644e-07 3.066054777877558e-08 5.330108084076497e-07 1.339348763055463e-07 6.600549643901864e-06 5.605332943426766e-07
0.20588235294117646 0.22058823529411764 0.00037831679633987833 6.147206136561965e-05 1.7985221644148115e-06 2.0304866423711372e-07 4.565735100635327e-06 5.362732752350502e-07 2.7680811047788966e-07 3.863711954584292e-08 0.00015575115023004572 2.180952337315972e-05 0.0005407090119454521 6.522882759114788e-05 0.0005828352159558405 4.1737696725996236e-05 1.0779091952967823 0.15121950038611304 1.6577177251475475e-06 1.9617792218915877e-07 4.171008972338858e-06 5.04960522210513e-07 1.77782744333146e-07 3.0606021293249225e-08 6.345559337084984e-07 1.8948081196161266e-07 6.641065375528031e-06 5.747265547950665e-07
0.23529411764705882 0.25 0.0002906064806521709 4.901563395311999e-05 1.450163483980658e-06 1.8981847564919174e-07 4.344241569517119e-06 5.315099581013553e-07 2.0774288617249825e-07 3.2161857479625496e-08 0.00012826565313062588 1.9791819963132126e-05 0.0004248742817224671 5.286367446133138e-05 0.0005140905494584849 3.919903690696107e-05 1.2099827444822724 0.17656947810844398 1.2455530514296666e-06 1.739903753284138e-07 3.982533930554368e-06 5.088897685922047e-07 1.3103289193230654e-07 2.674556812741558e-08 6.430280657539165e-07 1.7207992804513833e-07 6.002147939670251e-06 5.653037009742864e-07
0.2647058823529412 0.27941176470588236 0.0005356506048220124 7.233290476331406e-05 1.7748570422878196e-06 2.1146347701347505e-07 4.943041694976805e-06 5.577400649163543e-07 2.6366446695735086e-07 3.6127215820770183e-08 0.00015269720610788795 2.1594645981426445e-05 0.0006953293741341223 7.548996583996872e-05 0.0007053800562337351 4.591633067433114e-05 1.0144545627920993 0.12841618794065626 1.687566493952601e-06 2.0682180791466491e-07 4.652795257319804e-06 5.361141474134078e-07 1.636835744417711e-07 2.9426907489556158e-08 4.775178785077869e-07 1.613579117248154e-07 6.981563204221965e-06 5.975750646123784e-07
0.29411764705882354 0.3088235294117647 0.0005383870886307332 7.898625014460626e-05 1.819557097100256e-06 2.0947182850294246e-07 3.841461705838189e-06 4.913990662387538e-07 2.674366386404758e-07 3.8823127289322725e-08 0.00010078015603120604 1.7543573328762603e-05 0.0006450957001035181 8.091286384606858e-05 0.0005589240276089342 4.0872572857248465e-05 0.8664203272774008 0.1257942635296244 1.4044045643042789e-06 1.7565404271757168e-07 3.5492155987981353e-06 4.755656544785509e-07 1.563562685011102e-07 2.8877142347268943e-08 8.045978564251801e-07 1.6975015237854722e-07 5.928455441578904e-06 5.355919383721243e-07
0.3235294117647059 0.3382352941176471 0.0004365377578893845 6.799606516519081e-05 1.91800584458682e-06 2.1574330467762347e-07 4.248964728056968e-06 5.09612522608329e-07 3.286460959802686e-07 4.2981117315555144e-08 8.551043542041725e-05 1.6159953330234493e-05 0.0005285438099784258 6.989218173055832e-05 0.0005768574188691139 4.1523105603822537e-05 1.0914089011706716 0.16431971281596297 1.8782766709334813e-06 2.1419456514602615e-07 3.946264035576796e-06 4.895235855192041e-07 2.134954919955616e-07 3.530539082763849e-08 4.575804701182265e-07 1.4607652110785628e-07 6.495616668624068e-06 5.550652872934314e-07
0.3529411764705882 0.3676470588235294 0.00042890737561291915 6.306016904246603e-05 1.441648059833506e-06 1.8888395275790568e-07 4.5261479257171166e-06 5.373796998120118e-07 2.501301448160537e-07 3.5526520228499264e-08 8.551043542041725e-05 1.6159953330234493e-05 0.0005206357371637031 6.510034352845434e-05 0.0005350128392620279 3.998873711372904e-05 1.0276145125508436 0.14969919948241522 1.3324009999849306e-06 1.818194537715909e-07 4.263466865793246e-06 5.230183111197373e-07 1.5997393127532254e-07 2.8626471802749968e-08 4.620843333132311e-07 1.3524156385827119e-07 6.2179261303666305e-06 5.707155359888548e-07
0.38235294117647056 0.39705882352941174 0.0004091618341033918 6.366269860022244e-05 1.6029810990723284e-06 1.9034865916578294e-07 3.789544662952582e-06 4.761126280468056e-07 3.005552619848857e-07 4.0470764412796606e-08 3.970127358805087e-05 1.1011152124842146e-05 0.00045455618871545245 6.460997769623965e-05 0.0005380017378053912 4.010028192486245e-05 1.1835758728216872 0.1899590809351282 1.5020317636272727e-06 1.845850096966083e-07 3.5839449505218497e-06 4.662301299751702e-07 2.5560134472139577e-07 3.7974484406449403e-08 3.515029651393004e-07 1.0802549716018178e-07 5.6930810240097845e-06 5.143478680854069e-07
0.4117647058823529 0.4264705882352941 0.0005721199759382394 8.06859715129931e-05 1.4469573081128532e-06 1.867141941962529e-07 4.204485417326454e-06 5.106157497195384e-07 2.0001365242916628e-07 3.285658553409225e-08 6.71867706874707e-05 1.4324267640189513e-05 0.0006451582030035785 8.194941923291894e-05 0.0006276686941062898 4.331325484801419e-05 0.9728911314839288 0.14063761673974337 1.3613922639481899e-06 1.8186673670618814e-07 3.933167952293952e-06 4.948756500049417e-07 1.3447026691449285e-07 2.68515168707593e-08 4.2242589471183107e-07 1.3405881747475603e-07 5.851456377868516e-06 5.446743884092243e-07
0.4411764705882353 0.45588235294117646 0.00043902338698552867 7.049594392793394e-05 1.982069474784512e-06 2.2525451528554627e-07 4.830554705236489e-06 5.584039493994198e-07 2.177175929537021e-07 3.343389861515785e-08 5.8024938320997424e-05 1.3311833807706292e-05 0.0005040786670795008 7.174431477132761e-05 0.00047224596985139894 3.756987212379127e-05 0.9368497432900064 0.15275611316939597 1.9363113930807766e-06 2.2428141033026127e-07 4.442233547031658e-06 5.374407196520905e-07 1.5955552540648142e-07 2.91188179894353e-08 4.922413074557773e-07 1.538824525961728e-07 7.0303417729746916e-06 6.030525623343327e-07
0.47058823529411764 0.4852941176470588 0.00047635248339855527 7.589836629762096e-05 1.8236687102098395e-06 1.9705520535766868e-07 4.776604771482166e-06 5.403953344389579e-07 2.3440953848663227e-07 3.479516628192851e-08 5.8024938320997424e-05 1.3311833807706292e-05 0.0005412121047397313 7.705906172895487e-05 0.0004961571581983053 3.850926391685748e-05 0.9167517759731317 0.14866320943981925 1.6601152852403084e-06 1.8871009609669392e-07 4.519013250254178e-06 5.284324699730435e-07 1.328945391705931e-07 2.5777521115567515e-08 5.226599455135535e-07 1.2865348325263577e-07 6.83468302017866e-06 5.762539154214344e-07
0.5 0.5147058823529411 0.00039737141010705735 6.100387930245126e-05 1.5459832813271581e-06 1.902081333601362e-07 5.00669477407551e-06 5.652790991466267e-07 2.401958611899664e-07 3.550117839842201e-08 7.024071480962846e-05 1.4646201491480417e-05 0.00047440499883327845 6.274027006639898e-05 0.000567890723239024 4.1199123236770963e-05 1.197058894058154 0.18056686856347046 1.4678500752646444e-06 1.8368568511408056e-07 4.119655430701258e-06 5.068648079739339e-07 1.563528488097914e-07 2.9290552265232396e-08 1.0490155618169218e-06 2.5587033174200505e-07 6.792873916592625e-06 5.974779724776816e-07
0.5294117647058824 0.5441176470588236 0.0004996486337915584 7.497482147250847e-05 2.029817855713406e-06 2.2813575221955197e-07 4.6127977582669516e-06 5.37939569344303e-07 3.2018391060736995e-07 4.178890094611948e-08 5.19170500766819e-05 1.2591734190391199e-05 0.0005585284833928281 7.602709251293208e-05 0.0005708796217823873 4.130739970006779e-05 1.0221137126517366 0.1575658876776794 1.8634869678489933e-06 2.1914807913869412e-07 3.945925142756176e-06 4.927183286958103e-07 2.189230015759446e-07 3.538318843547651e-08 9.344644124066121e-07 2.261017733291088e-07 6.962799524587752e-06 5.858081716307791e-07
0.5588235294117647 0.5735294117647058 0.0004486448588448635 6.650849879829461e-05 2.0240835445474177e-06 2.2763825239024423e-07 4.527577998962627e-06 5.294330713591453e-07 2.8142862768661353e-07 3.861735551117832e-08 3.359338534373535e-05 1.0128786783909028e-05 0.0004890713343597955 6.72778295129071e-05 0.0005380017378053912 4.010028192486245e-05 1.1000475799908547 0.1721107709665071 1.8529449956509265e-06 2.1774363019038199e-07 4.0401208184384035e-06 5.010002029190999e-07 1.7931549482894028e-07 3.071490031807594e-08 7.60708862278375e-07 1.8507553655663407e-07 6.833090171196629e-06 5.775896909976359e-07
0.5882352941176471 0.6029411764705883 0.0005000577413602371 7.028126150789456e-05 2.1597117734625694e-06 2.332688978583553e-07 5.68227674817652e-06 5.934856017230953e-07 2.931198426249623e-07 3.884064975253718e-08 4.2755217710208625e-05 1.1426812583466943e-05 0.0005509480674347097 7.120699342826499e-05 0.0005947908101292936 4.21636026212338e-05 1.0795769062204388 0.15913879016541746 2.0427904270957213e-06 2.2903180810678674e-07 5.196803958740182e-06 5.629442067491223e-07 1.9509462352861703e-07 3.197535760288087e-08 7.004193548995613e-07 1.943295183521547e-07 8.135108364264111e-06 6.388647229530513e-07
