bin_edges bin_midpoints muons muons__err nue nue__err numu numu__err nutau nutau__err noise noise__err total_mc total_mc__err data data__err data_mc_ratio data_mc_ratio__err nue_cc nue_cc__err numu_cc numu_cc__err nutau_cc nutau_cc__err nu_nc nu_nc__err
0.0 0.014705882352941176 0.21540227434388623 0.0015626768255512019 5.350266573309057e-07 8.122432123892781e-08 1.824892359036108e-05 9.867730172990493e-07 4.6080365232778776e-08 1.492008259625744e-08 0.0 0.0 0.21542110437449918 0.001562677139288781 0.23805381338471215 0.0008435156762429738 1.1050626356963944 0.008921415929575047 4.5687110373652127e-07 7.472771837912085e-08 1.7891458256689718e-05 9.722590696222739e-07 3.129088266589851e-08 1.226972677413708e-08 4.504103698326202e-07 1.7180951761425405e-07
0.029411764705882353 0.044117647058823525 0.0741893593089983 0.0008669642915077871 1.2903169944603427e-06 1.2741589029697119e-07 2.4908150506256254e-05 1.2113096587513708e-06 7.974126476447297e-08 1.6109808164417067e-08 0.0 0.0 0.07421563751776376 0.0008669651472320117 0.07679078137608951 0.0004790823046186557 1.034698130265463 0.01370281177594771 1.1292093525398077e-06 1.2015873983506833e-07 2.4019194280177674e-05 1.1904146172219892e-06 6.894374795772873e-08 1.5566718995135347e-08 1.0608613848058898e-06 2.280307391752825e-07
0.058823529411764705 0.07352941176470587 0.037299162541444955 0.0005994560692447636 1.644822857550877e-06 1.4899178382384444e-07 2.5858028032859226e-05 1.2781080639826385e-06 1.0081897634797584e-07 1.80263772033193e-08 3.0539441221577652e-06 3.0539441221577652e-06 0.03732982015543387 0.0005994652296946081 0.03837745729678457 0.0003386832239901263 1.0280643500822815 0.018838020465928598 1.5061667979985185e-06 1.4317851265224956e-07 2.4206954817108467e-05 1.2372401569617368e-06 7.987754980057504e-08 1.5773756233585516e-08 1.810670701850529e-06 3.233753566210733e-07
0.08823529411764705 0.10294117647058823 0.024137571390359484 0.0004793965411329041 1.9628588143786455e-06 1.7536144778740062e-07 2.3402032136471256e-05 1.2238789324472561e-06 1.209582075775685e-07 2.1098034633315618e-08 3.0539441221577652e-06 3.0539441221577652e-06 0.024166111183640072 0.0004794078632034514 0.02427882286773996 0.0002693825129884328 1.0046640389611463 0.022836046150738212 1.8760953560127964e-06 1.7421187306027978e-07 2.189625670515477e-05 1.1872722858448863e-06 9.818198072790366e-08 2.002593348659458e-08 1.6153151165319708e-06 2.9784242522043634e-07
0.11764705882352941 0.1323529411764706 0.01615564783173187 0.000385918487877354 2.007795387030561e-06 1.633887315152678e-07 2.383779601924877e-05 1.2569207747443983e-06 1.018830948327636e-07 1.838274280678987e-08 0.0 0.0 0.01618159530623298 0.000385920569766863 0.017362511638397318 0.00022780427069116554 1.07297898073804 0.029206682614452976 1.904085903625695e-06 1.6076272268153366e-07 2.2293733066620436e-05 1.212480685087232e-06 7.328157799268313e-08 1.5322305559839916e-08 1.6763739528732985e-06 3.3270827919076243e-07
0.14705882352941177 0.16176470588235292 0.012755227249081428 0.0003417756158346137 2.002331252177045e-06 1.71662011399149e-07 2.5239502481766472e-05 1.2859834621940267e-06 1.1582290155600041e-07 2.108127261234394e-08 6.1078882443155305e-06 4.318929196285107e-06 0.012788692793961243 0.00034180536624556267 0.013219898257295807 0.00019877860711012705 1.033717712222955 0.03170046117565504 1.8117377777723548e-06 1.6636674877567186e-07 2.3015667764309335e-05 1.2228513222487973e-06 9.633888076040981e-08 1.9351838746201558e-08 2.433912212657197e-06 4.0030986268441294e-07
0.1764705882352941 0.19117647058823528 0.01092528702246483 0.00031828610254414075 2.6069145940940306e-06 2.0401236459005425e-07 2.2512081584156193e-05 1.2367101844262075e-06 1.5165297602731573e-07 2.108759346561686e-08 0.0 0.0 0.010950557671619107 0.000318288571253432 0.010822801625518453 0.00017985620927180105 0.9883333753465576 0.03309068500904671 2.474602788661435e-06 2.009578971772284e-07 2.0398335650201305e-05 1.172386643913847e-06 1.1568369472230966e-07 1.735542864780293e-08 2.2800757716151986e-06 3.9539635079919687e-07
0.20588235294117646 0.22058823529411764 0.008798087753743175 0.0002822711242469738 2.631506625530328e-06 2.0490654964422896e-07 2.3234414809189986e-05 1.2259083904769504e-06 1.70316359639084e-07 2.2993995358607676e-08 0.0 0.0 0.008824123991537534 0.000282273861613948 0.009065329282020841 0.00016460665079558791 1.0273347576161245 0.03778853883951604 2.3934038218155737e-06 1.9800189389756448e-07 2.1183957562500372e-05 1.1729937311014947e-06 1.465509984878936e-07 2.1024665309914612e-08 2.3123254115555696e-06 3.6028560894049886e-07
0.23529411764705882 0.25 0.007717667454638331 0.00026785892087537183 2.7620354961231992e-06 2.156468285863572e-07 2.0156742034226397e-05 1.1631497457832703e-06 1.4751880796474697e-07 2.0241025574397143e-08 3.053944122157766e-06 3.053944122157765e-06 0.007743787695098803 0.0002678789426173787 0.007720324937507364 0.00015190545730817904 0.9969701186918787 0.03967647176508827 2.5945000868189674e-06 2.1165396395011254e-07 1.7970703514533595e-05 1.1015317591847477e-06 1.288889209156723e-07 1.8406339527261574e-08 2.3722038160461093e-06 3.7592841689358585e-07
0.2647058823529412 0.27941176470588236 0.006470304864554066 0.00023876354273373674 2.6324191740919622e-06 2.0387846303404435e-07 2.2349412451987822e-05 1.2238534603144883e-06 1.993613310207392e-07 2.708670417789665e-08 0.0 0.0 0.006495486057511167 0.00023876676790578392 0.00676088850508775 0.00014215347271417025 1.0408595207851583 0.04407768638861515 2.3833789403389785e-06 1.9160854860021039e-07 1.9817964563833482e-05 1.154257374543405e-06 1.5994227340455493e-07 2.3697420705477365e-08 2.8199071795235627e-06 4.129551055786664e-07
0.29411764705882354 0.3088235294117647 0.005796816380837641 0.00022559607151226228 2.8303727081150878e-06 2.0457065344911825e-07 2.2873548299529338e-05 1.2409152030072282e-06 2.1627563605493694e-07 2.608534156325394e-08 0.0 0.0 0.00582273657748134 0.0002255995786385784 0.006013663869246929 0.00013406800952900195 1.0327899586775013 0.04616653879665562 2.5594279219904563e-06 1.9892028310786248e-07 2.069700199395924e-05 1.1867150408081672e-06 1.8251468574918795e-07 2.4129379249684364e-08 2.4812520420004597e-06 3.66000060514373e-07
0.3235294117647059 0.3382352941176471 0.005331064252291469 0.00021637681452206747 3.12515113135545e-06 2.2460302143119706e-07 2.4972605372571314e-05 1.3043307184136138e-06 2.5384280817830125e-07 2.9741784131266198e-08 0.0 0.0 0.005359415851603574 0.00021638086438599682 0.005269428131949471 0.0001254981516514936 0.9832094164465371 0.04608800793581333 2.868827323332498e-06 2.1855737662347806e-07 2.2643875585948506e-05 1.2495565176516879e-06 2.214691955341022e-07 2.83742973890868e-08 2.6117134913152515e-06 3.776415614995168e-07
0.3529411764705882 0.3676470588235294 0.004909030634435453 0.0002103015541214833 3.2071646034042774e-06 2.2993651564429338e-07 2.5617501159885552e-05 1.3433760327108466e-06 2.619522651511649e-07 2.8972884688578163e-08 0.0 0.0 0.004938117252463894 0.00021030597241948623 0.004836037843161794 0.00012022656305940051 0.9793282734930673 0.04829398747691114 2.9515361848382996e-06 2.2518375650039776e-07 2.268820006820788e-05 1.2666598608968658e-06 2.1971299953575345e-07 2.600442272019671e-08 3.2271687758591075e-06 4.5006470327703166e-07
0.38235294117647056 0.39705882352941174 0.004251898710745536 0.0001927151208052399 3.670399935309921e-06 2.4083552076166545e-07 2.6490169523764362e-05 1.35107654048471e-06 2.3886665356470644e-07 2.7769341214668356e-08 0.0 0.0 0.004282298146858174 0.0001927200092561248 0.004555081380085646 0.00011668194419806009 1.0637001964535342 0.055081973745236004 3.3766816501525205e-06 2.336201086073601e-07 2.356506805890647e-05 1.2751876336526732e-06 1.7805557332664153e-07 2.3576517413187994e-08 3.2796308302532677e-06 4.5049194696511535e-07
0.4117647058823529 0.4264705882352941 0.004079780179404963 0.00018771628029257275 3.158660780980244e-06 2.1982773170122478e-07 2.6647716280423125e-05 1.352160995034057e-06 3.069357716090717e-07 3.3256023325829005e-08 0.0 0.0 0.004109893492237975 0.00018772128184207283 0.004211358047598868 0.00011219323479626346 1.024687879516226 0.054182361505333364 2.9404804064322086e-06 2.1530697005328354e-07 2.434193283435077e-05 1.297638866416715e-06 2.5169139889840294e-07 2.992532946809222e-08 2.579208193331079e-06 3.829494834456756e-07
0.4411764705882353 0.45588235294117646 0.003911531055111652 0.000182112156351839 3.60550360799833e-06 2.373232906903467e-07 2.723405840330752e-05 1.3695311351787571e-06 3.2503029065303036e-07 3.3113965686534934e-08 0.0 0.0 0.003942695647413611 0.00018211746353803058 0.0037211786864872892 0.00010546196260091295 0.9438158608383491 0.05114777462434552 3.2895238031584965e-06 2.3040083850387652e-07 2.4025963585406173e-05 1.284336470885568e-06 2.807700497800694e-07 3.101098476794204e-08 3.5683348636140796e-06 4.790281946245232e-07
0.47058823529411764 0.4852941176470588 0.003720712733448579 0.00017882884562659678 4.280209951228045e-06 2.647992715614833e-07 2.798364234152949e-05 1.3932749698105743e-06 3.8121420131725905e-07 3.69251429596249e-08 3.053944122157766e-06 3.053944122157765e-06 0.0037564117440648114 0.00017886054707538034 0.0039573016714129884 0.0001087564857897467 1.0534792086265798 0.05791692909640509 3.968678747184185e-06 2.552236361200301e-07 2.4347639710324683e-05 1.3051682936553857e-06 3.077482879852021e-07 3.3061473174024305e-08 4.020999748580905e-06 4.929511352016933e-07
0.5 0.5147058823529411 0.003179381689057834 0.000162740524620926 5.014435775026464e-06 2.9867426465246045e-07 3.1859110937141907e-05 1.5164500729464422e-06 3.8810375870297267e-07 3.5872356662292864e-08 0.0 0.0 0.0032166433395287054 0.00016274786778283854 0.003559778165145672 0.00010314948265745361 1.1066748126533799 0.06452532148562033 4.643565222119545e-06 2.9159067336789334e-07 2.762470909994036e-05 1.4161495224160092e-06 3.152478307288897e-07 3.2310648508652514e-08 4.677341650311304e-06 5.464108148545253e-07
0.5294117647058824 0.5441176470588236 0.003486667163743334 0.000176528389521847 4.727997739482947e-06 2.695907248540827e-07 3.3487733950041205e-05 1.5331845064920043e-06 4.5079506546893304e-07 4.146989645705648e-08 0.0 0.0 0.0035253336904983276 0.00017653525812375026 0.0034402222234111404 0.00010140254036462576 0.9758571884084096 0.05670422159478079 4.314461608255233e-06 2.605255122049637e-07 3.008051221144361e-05 1.4585688739027245e-06 3.5770135352251426e-07 3.5735793050554354e-08 3.913851581771518e-06 4.779957038030202e-07
0.5588235294117647 0.5735294117647058 0.003207048362628484 0.00017184411374650545 5.091061270135985e-06 2.947223778648048e-07 3.552216062580899e-05 1.5690840086957219e-06 5.509617659835541e-07 4.6159905729691234e-08 0.0 0.0 0.003248212546290413 0.00017185153605937063 0.0032399660210058003 9.840695971693657e-05 0.997461211307114 0.06085009060050607 4.627060056524028e-06 2.839008486403927e-07 3.208442396184612e-05 1.4961557241769675e-06 4.562684479214798e-07 4.1715602365433274e-08 3.98920154687448e-06 4.797317386912139e-07
0.5882352941176471 0.6029411764705883 0.00266644873608368 0.00014658645313807774 6.05613653894883e-06 3.1865487805205274e-07 3.941043145604074e-05 1.6335274273006283e-06 6.33316744059883e-07 4.8661247370808205e-08 0.0 0.0 0.0027125486208227296 0.00014659590909812562 0.002973954050646468 9.42806816373671e-05 1.0963689379858756 0.06869376099066808 5.504247199460089e-06 3.080338067259849e-07 3.524973092842252e-05 1.5452887601568215e-06 4.978537203233041e-07 4.2282920708825264e-08 4.8480528908435e-06 5.364053321031428e-07
0.6176470588235294 0.6323529411764706 0.0026411665454024276 0.00015058263395651564 6.191880249835835e-06 3.2336592670163726e-07 4.481165077837926e-05 1.7560480733016873e-06 6.111699159356342e-07 4.618480613188442e-08 0.0 0.0 0.002692781246346578 0.00015059322711422513 0.0031024766880110894 9.629635534959198e-05 1.1521458314597088 0.07369207357853057 5.6468716508120144e-06 3.1196393390524144e-07 3.9433497467983474e-05 1.6512062045793786e-06 4.870635731962636e-07 3.980461366070029e-08 6.047268252158743e-06 6.041651771228467e-07
0.6470588235294118 0.661764705882353 0.0028855156810955124 0.00015623788634173833 8.021532271169831e-06 3.8070613607728634e-07 5.005929789986853e-05 1.8660511231417987e-06 8.432437484501598e-07 5.850020298400277e-08 0.0 0.0 0.002944439755015001 0.00015624950443045865 0.0029679762535597416 9.418587952024194e-05 1.0079935405384515 0.06232502242844324 7.556252367456719e-06 3.731260530795915e-07 4.4537249400316504e-05 1.7636234043805576e-06 6.832159634795154e-07 5.296359855051323e-08 6.147356188235449e-06 6.149069224181669e-07
