# sin^2(2theta_24), deltam41
0.41701822821169177, 100
0.47251826935868657, 89.20993504230483
0.39527488847331016, 76.61212713002807
0.3306586170089122, 72.36092872555876
0.2918208237644092, 63.33632968333945
0.32480888972387323, 56.502298568687166
0.28665818124639736, 51.37404971521666
0.23979767126447243, 41.67107562653438
0.23979767126447243, 35.111917342151344
0.21932355227333167, 28.480358684358034
0.2355553775260732, 23.54511556728786
0.2232735148777283, 19.83904036985298
0.26218307403757984, 17.037464293995598
0.30787334695491886, 14.355713861864137
0.37466524695480274, 13.05276380464904
0.47251826935868657, 11.868071806067077
0.5548633588145092, 10.587499148966529
0.5959280095830788, 9.267063710089802
0.5750292314386393, 7.516801086146098
0.5750292314386393, 6.333632968333948
0.49851062445855215, 4.852330941649372
0.38141287482832154, 3.9358752279665588
0.30242671703095136, 3.64740064925303
0.25298849716012817, 3.132331865304097
0.2005975301100415, 2.63929298414155
0.16483683364771404, 2.1819408602348354
0.1429021489392945, 1.873817422860385
0.10933512100224646, 1.4355713861864143
0.08365282659013099, 1.1209513822936699
0.06873996431179515, 0.9267063710089797
0.052593277088596666, 0.7375111576368327
0.043995762880990864, 0.5869418023387583
0.03746652469548031, 0.4583075637954618
0.03134180693285878, 0.35111917342151344
0.02766052794917907, 0.25895430805858793
0.021932355227333142, 0.16401215428119753
0.02116320288223405, 0.1355911689803105
0.02313881347924148, 0.10387927875628661
0.028665818124639735, 0.08425968567942019
0.03814128748283215, 0.067057333662102
0.08071918051887908, 0.04583075637954617
0.1429021489392945, 0.037174739497861015
0.2042102417146829, 0.030732883225297342
0.2815868717505632, 0.025407309482131216
0.38141287482832154, 0.018384965105447102
0.5259327708859667, 0.01381961256733829
0.9146191917411912, 0.010192118462630162
