Umu4_sq,Utau4_sq
0.0009999999999999998,0.06618337347794913
0.0012428446339008033,0.06612989563631233
0.0013300135414628029,0.06625949314612871
0.0014522693283256184,0.06643406701928581
0.001768936020474425,0.06675888708592381
0.0019472419069633078,0.06700058572485042
0.0023527088612123087,0.06708300130546833
0.0026055744139730813,0.06740670989004663
0.0031291346445318988,0.06770892724963362
0.0037987477208317917,0.06791162369069251
0.004161791450287818,0.06834688116189189
0.005010179287663226,0.0685146254735092
0.005535238985626911,0.06905113323352838
0.006332957575431692,0.06961487323053543
0.007361942806116619,0.06967430931113501
0.008730507068896049,0.06947028809406226
0.009791483623609777,0.06983895744626345
0.011640335341346234,0.06907485737029716
0.013022805810412262,0.06860237967577029
0.014585907518302195,0.06741634588826215
0.017320508075688777,0.0654569656270819
0.018483047495717,0.06363310939656322
0.02303651028568189,0.059301605550480654
0.023340974160076963,0.058897899161625925
0.02722714097334474,0.051512597794125495
0.03063887062800405,0.04836839190817421
0.03538101523442261,0.04243870424430189
0.03756896872479129,0.03871356296454995
0.04075011283037231,0.036216252644590344
0.04595355157437815,0.030621418402226014
0.04846146316109817,0.026988750693112136
0.054198201880532246,0.023049658519692432
0.05473184173395142,0.02237434390890887
0.05515114416044654,0.022124201238417983
0.05858783956252747,0.01752400340589721
0.060651943655589624,0.01604653522552373
0.06237197607822931,0.014057986295968125
0.06390501636838271,0.011666057826476957
0.06443322774658185,0.010295788720979547
0.06513941904611019,0.008499639944762728
0.06528707403258072,0.007614457480069982
0.06517717338077499,0.006200582120414308
0.06473163212152813,0.005223219520505933
0.0647220052494034,0.004525779028424952
0.06423322198093256,0.0038468028031796797
0.06415585951239826,0.0033037382301026406
0.06405848318569296,0.0028988728839216106
0.06363621562214067,0.0024115495277706274
0.06354133589911029,0.0020971292970941723
0.06321041929853738,0.001760123346194529
0.06312865951614105,0.0015196272692537531
0.06288061132014869,0.001284533542295569
0.06269896947504153,0.0011212882328033242
0.06263347884987089,0.0009373665211501289
