# all rates in Hertz, no MC scaling
bin_edges bin_midpoints nuenuebar nuenuebar__err numunumubar numunumubar__err nutaunutaubar nutaunutaubar__err nue_ccnuebar_cc nue_ccnuebar_cc__err numu_ccnumubar_cc numu_ccnumubar_cc__err nutau_ccnutaubar_cc nutau_ccnutaubar_cc__err nuall_ncnuallbar_nc nuall_ncnuallbar_nc__err muon muon__err total_mc total_mc__err data data__err data_mc_ratio data_mc_ratio__err
10.0 10.92321545365875 8.41407499583806e-08 5.29856154567448e-09 1.2185300230002315e-06 2.6754452999250318e-08 8.113223252082535e-09 9.468012936072048e-10 7.679041484015121e-08 5.0352619428790354e-09 1.1694351402717605e-06 2.6229169698348596e-08 6.677832687864942e-09 8.577630604581393e-10 5.788060841091791e-08 5.541929182686333e-09 6.243045055533583e-08 2.63987024496479e-08 1.373214446766031e-06 3.796924325631229e-08 1.2409119841635702e-06 7.261888109796542e-08 0.9036549149959515 0.05848800974734346
11.931663584704934 13.033213205630632 8.87104288109529e-08 5.375836282666097e-09 1.2851175951079871e-06 2.7368144956396882e-08 9.216301066204467e-09 9.512239292023575e-10 8.142403101530421e-08 5.2289021244831675e-09 1.2330436348487363e-06 2.6831126763498446e-08 8.02453068802851e-09 8.774364088965227e-10 6.055212843307539e-08 5.549695989679455e-09 9.799593038204996e-08 3.3995333217376856e-08 1.4810402553671944e-06 4.398297945360631e-08 1.5298914873249497e-06 8.063236121415773e-08 1.0329844052386297 0.062490952487190936
14.236459589857388 15.550791539731852 1.0657906585656578e-07 6.101262795279591e-09 1.355247870211281e-06 2.7940487618884812e-08 9.64795527722771e-09 1.0523406817442942e-09 9.734359444418707e-08 5.892636837850981e-09 1.3009083770724009e-06 2.74055184817982e-08 7.666939147763087e-09 9.315559147545591e-10 6.555598068072332e-08 5.687729635564354e-09 6.128543357332119e-08 4.337493823354497e-08 1.5327603249183953e-06 5.1965266705294737e-08 1.6743812389056393e-06 8.435410817793872e-08 1.09239599413221 0.06633541378226657
16.986464646342473 18.554681312795612 1.1177979405758328e-07 6.049732279447541e-09 1.5816379970510182e-06 2.9969054685135946e-08 1.3992071039311909e-08 1.3393371679160759e-09 1.0276930688177711e-07 5.819977205842864e-09 1.5141624526262356e-06 2.9329808102443116e-08 1.1057791221672508e-08 1.1803987450886656e-09 7.942031141822831e-08 6.405794581700582e-09 5.8468048309960074e-08 2.6626116250832813e-08 1.7658779104578734e-06 4.056460760349942e-08 1.6998794303610551e-06 8.499397151805276e-08 0.9626256834031602 0.05296788784165955
20.267678165364227 22.138821534568855 1.24739647710757e-07 6.450790814981897e-09 1.7021429386723081e-06 3.0867233547976305e-08 1.3566578200013125e-08 1.316590757139957e-09 1.1379749870402103e-07 6.177307834169614e-09 1.6355349947073802e-06 3.023989924477397e-08 1.010458681660312e-08 1.117572042433437e-09 8.101208435507399e-08 6.501739350631592e-09 8.723489310824174e-08 3.184151323415637e-08 1.92768405769132e-06 4.4833181744180393e-08 2.039855316433266e-06 9.31062309047782e-08 1.058189649021784 0.0542083024890362
24.182711751219564 26.415297071229666 1.397189911642159e-07 6.919881401699317e-09 1.858577500870711e-06 3.199531913463264e-08 1.3481535915000135e-08 1.262325935259446e-09 1.266767023594819e-07 6.589956910841719e-09 1.7740208351718043e-06 3.1249923371117385e-08 1.0782512124709693e-08 1.123147727689297e-09 1.002979782939311e-07 7.206383857506412e-09 1.7943718641364892e-08 1.280717462827276e-08 2.029721746591292e-06 3.517388795493719e-08 2.124849287951319e-06 9.502614899602349e-08 1.0468672819413716 0.05020935896254418
28.853998118144272 31.517843814395402 1.4966342972629687e-07 6.983194644859104e-09 2.1484727729852714e-06 3.405851860954083e-08 1.9150211769614735e-08 1.5650650391436134e-09 1.357693106248289e-07 6.680296243526403e-09 2.059606730879695e-06 3.33120990847894e-08 1.3880371777703175e-08 1.2513344331660792e-09 1.0803000119895553e-07 7.43700105563064e-09 1.0180744907225189e-07 6.033577319219667e-08 2.4190938635534345e-06 6.965344681063083e-08 2.265089340956106e-06 9.811191031956012e-08 0.9363379301160685 0.04870056244101729
34.42761986194067 37.60603093086393 1.6971824448766873e-07 7.581094529926659e-09 2.4218215378981483e-06 3.5498842193817836e-08 1.8403428879255153e-08 1.40537429354515e-09 1.5136644469693403e-07 7.138030749573353e-09 2.324229056395357e-06 3.469772856528481e-08 1.5258616173035085e-08 1.2769399552052831e-09 1.1908909399974619e-07 7.943641611816771e-09 1.615620097369366e-08 1.1427148604469106e-08 2.626099412238765e-06 3.808143371128303e-08 2.702808294274078e-06 1.0717332018331048e-07 1.0292101973283325 0.043454250193433096
41.07787782147818 44.87025098230767 1.7346756573851798e-07 7.482783860641253e-09 2.7320296945098264e-06 3.704062716095231e-08 2.41256826792219e-08 1.6308158493398647e-09 1.5866579010121848e-07 7.12042879554406e-09 2.626054690181959e-06 3.620187706497569e-08 1.8940782656933552e-08 1.4162821839003485e-09 1.2596167998745465e-07 8.208374420782097e-09 5.008418138991861e-08 3.092093402219527e-08 2.979707124317485e-06 4.8854517047261485e-08 3.1745248361992706e-06 1.161497898214353e-07 1.0653814968229165 0.042715135909907116
49.01274189394899 53.53767396821713 1.9752907875138036e-07 7.982607961477158e-09 3.122921634198963e-06 3.8605675576970634e-08 2.9172736754285775e-08 1.74136944747626e-09 1.814677506683431e-07 7.664680223863181e-09 2.9993573029191992e-06 3.7695899951501306e-08 2.2693535608035076e-08 1.5098438867643273e-09 1.4610486050905112e-07 8.668607703863046e-09 2.7002616197502113e-08 1.5718340398375717e-08 3.376626065902131e-06 4.247609691406167e-08 3.404008559298013e-06 1.2027472854597992e-07 1.0081094242778008 0.03780990966406472
