# all rates in Hertz, MC rates scaled by 0.9304512573921757
bin_edges bin_midpoints nuenuebar nuenuebar__err nuenuebar_frac nuenuebar_frac__err numunumubar numunumubar__err numunumubar_frac numunumubar_frac__err nutaunutaubar nutaunutaubar__err nutaunutaubar_frac nutaunutaubar_frac__err nue_ccnuebar_cc nue_ccnuebar_cc__err nue_ccnuebar_cc_frac nue_ccnuebar_cc_frac__err numu_ccnumubar_cc numu_ccnumubar_cc__err numu_ccnumubar_cc_frac numu_ccnumubar_cc_frac__err nutau_ccnutaubar_cc nutau_ccnutaubar_cc__err nutau_ccnutaubar_cc_frac nutau_ccnutaubar_cc_frac__err nuall_ncnuallbar_nc nuall_ncnuallbar_nc__err nuall_ncnuallbar_nc_frac nuall_ncnuallbar_nc_frac__err muon muon__err muon_frac muon_frac__err total_mc total_mc__err data data__err data_mc_ratio data_mc_ratio__err
1.0 3.1622776601683795 9.98086799645565e-06 6.158170871144981e-08 0.279762245678504 0.002787252745459558 2.1717167497627305e-05 9.1489585166847e-08 0.6087289753827002 0.005408410381147187 2.1488568780780125e-06 1.8514590807500976e-08 0.06023213873445554 0.0007009407127917629 9.293276472736314e-06 5.965541877913671e-08 0.26048915752088714 0.0026359341782853326 1.9606215118192114e-05 8.6566502210848e-08 0.5495592941083974 0.004936436387303895 1.4889742282632813e-06 1.549790934883171e-08 0.04173572619177801 0.0005434100937267042 3.4584265529692572e-06 3.482423905375786e-08 0.09693918197459714 0.0012360564218340483 4.4960625721565675e-06 2.7831124268671684e-07 0.12602396528480944 0.007863065623690194 3.834295494431754e-05 2.9993764171977047e-07 3.556572738172918e-05 3.8877193958036103e-07 0.9275687654584391 0.0124681268099235
10.0 14.142135623730951 2.1397229959388796e-05 8.871017495078732e-08 0.2792932659032436 0.0019420392919788313 4.561537436011349e-05 1.3124776898080279e-07 0.5954072982631577 0.0037392468280854764 4.994271402319287e-06 2.799852170253075e-08 0.06518910968421308 0.0005157371488584935 1.9919673814782264e-05 8.586387131947521e-08 0.2600070554000243 0.0018337789634705942 4.0996910044274366e-05 1.2381813538596869e-07 0.5351235145829105 0.0033963734368454446 3.489631979388543e-06 2.3605302746229064e-08 0.04554938719514827 0.0003994835501854288 7.600659883376391e-06 5.1172686597421917e-08 0.09920971667253123 0.0008676759086240242 1.0331721267307337e-05 4.3056373373676805e-07 0.13485765122985532 0.005670247860021036 8.233859698912886e-05 4.5963520103350557e-07 7.562763585676335e-05 5.669167984804917e-07 0.9184955612827412 0.008584568043783073
20.0 22.44241613174992 1.5610262477404545e-05 7.688797313861878e-08 0.27580192187856994 0.0028275054344777052 3.3387834229435684e-05 1.1294008904829546e-07 0.5898958368682418 0.005666823226929585 3.501736064343922e-06 2.3385209715909697e-08 0.061868628913543465 0.0006929287683015236 1.4548429321399796e-05 7.451491463759783e-08 0.25704146698138947 0.0026597941002371402 2.991992497260186e-05 1.0635884662091904e-07 0.5286248595659896 0.005110971232056566 2.4564392657972455e-06 1.9717308141700416e-08 0.043400338172757444 0.0005230979164931466 5.575039211385247e-06 4.427915042910729e-08 0.09849972294021861 0.0011816831230823707 8.330373657838359e-06 5.29081026085048e-07 0.147180937420114 0.009441002368807188 6.0830206429022515e-05 5.469376786474545e-07 5.484236012202354e-05 4.827665064083289e-07 0.901564590053041 0.011344368131216129
25.183102091531453 28.258482831324535 1.835789723826233e-05 8.310568387886657e-08 0.25512118120137156 0.00331332412474305 4.2726469235313546e-05 1.2997926783059761e-07 0.5937731951760852 0.007450135323474027 4.171435193510722e-06 2.5412130457912686e-08 0.05797077192780722 0.000789099275103676 1.7091980930651786e-05 8.052326070101882e-08 0.23752863999101173 0.0031003674355213813 3.813307107015006e-05 1.2227965928064193e-07 0.5299383697374587 0.006670869450247614 3.0506048966762364e-06 2.1845277961092095e-08 0.04239450273186065 0.0005987310374524318 6.980144769608519e-06 5.0333034641781746e-08 0.09700363584493303 0.0013724291537419299 1.2080391502038243e-05 9.28317314542548e-07 0.1678821767752052 0.013061756258969456 7.733619316912484e-05 9.413925735911935e-07 7.218113031170631e-05 5.538483968494455e-07 0.9333421694788487 0.0134301038841339
31.709431547624803 35.58181290465173 2.0602953910830907e-05 8.724671672367519e-08 0.22381858328255272 0.004078180416264704 5.2900450196079816e-05 1.4729222725540163e-07 0.5746799157605996 0.010309411149788726 4.61628017309199e-06 2.6360713519841598e-08 0.0501485997031538 0.0009337312644286992 1.9151456734360615e-05 8.452009710548865e-08 0.20805035688733559 0.003799675239279999 4.691737733036471e-05 1.3824735359280746e-07 0.5096832702176193 0.009156612904609838 3.479852309155823e-06 2.2956193764201604e-08 0.03780310421693144 0.0007148570031438809 8.57099790612155e-06 5.673546143213893e-08 0.09311036742441973 0.0017614524204763683 2.0812983774946143e-05 1.74470840758173e-06 0.2261002263341632 0.01937242752015355 9.893266805494884e-05 1.753285288962572e-06 9.279216840483409e-05 6.279639686518178e-07 0.9379325376456621 0.017792743651914314
39.92709259641317 44.80302134898079 2.0616614530564664e-05 8.556711526929977e-08 0.19608980978028512 0.002498822210806878 6.001165550622499e-05 1.591959149261642e-07 0.5707859598077937 0.007041792006575682 4.433303232033144e-06 2.5076333482124615e-08 0.042166262854597424 0.0005612376677127796 1.9086835775130967e-05 8.275560716847941e-08 0.1815396990084998 0.0023245830164094357 5.2720995713247724e-05 1.4881651231355802e-07 0.5014426595361497 0.00620518763839242 3.4926144050530622e-06 2.2359774194731466e-08 0.033219134659932016 0.0004532318980816726 9.761127375391039e-06 6.163674787462799e-08 0.09284053923809475 0.0012628967925626643 2.793589122852526e-05 1.3491595011402253e-06 0.26570529263779274 0.013225497048797582 0.00011299746449734807 1.3614423427242655e-06 0.00011007569251303012 6.839506661405636e-07 0.9741430305775886 0.013205721898021052
50.274402453675144 56.413953032022334 2.030703108529684e-05 8.253101285702758e-08 0.16988750501343933 0.0017992505334882526 6.638210718142956e-05 1.6917855203814618e-07 0.5553490571427335 0.0056126954632327065 3.897245751415722e-06 2.2306838632527932e-08 0.03260414357722767 0.00036946356603223426 1.880323518030097e-05 7.991163375240953e-08 0.15730683119282596 0.001677439218387403 5.77619767341972e-05 1.5750576299681875e-07 0.48323351999604475 0.0049062809018816335 3.117568358124365e-06 2.0017291114743818e-08 0.026081405393330585 0.00030513583533822014 1.0903603745519596e-05 6.584617736016687e-08 0.09121894915119931 0.0010484909146850794 3.788055260278364e-05 1.2420254405700327e-06 0.3169066193470687 0.010843105608992393 0.00012846693662092577 1.256406598448883e-06 0.00012801367020191516 7.3757678376773e-07 0.9964717270378441 0.01131096889311212
63.303270479082016 71.03391692961394 1.797622658093813e-05 7.472925704839451e-08 0.15126923548708346 0.0015084595813021045 6.77035651648111e-05 1.722693547995674e-07 0.5697228223130483 0.005363686621101027 2.8900401406120954e-06 1.77766736137693e-08 0.024319573444904805 0.0002664014666583705 1.656917739618464e-05 7.224544347296337e-08 0.13942897226431775 0.0014024305811368486 5.8452214658536825e-05 1.5990223945673887e-07 0.4918730738129313 0.004657055645707616 2.3779262971688833e-06 1.6204949955759637e-08 0.020010155713034855 0.0002269192420899712 1.1170513534470966e-05 6.727905987661129e-08 0.09399942945475255 0.001022975747900249 3.914881077547302e-05 1.1421967414945488e-06 0.3294356938354326 0.010064706089302093 0.00012771864266183437 1.1576660135235896e-06 0.00013236536154363947 7.500085922513437e-07 1.0363824637105516 0.011078407758064887
79.70863616012757 89.4427190999916 1.3875390979186498e-05 6.300228352270703e-08 0.13105690247409268 0.0012090609041332486 6.247815412376064e-05 1.65514267421422e-07 0.5901234324886099 0.0049903088365230285 1.7707518076298957e-06 1.2733246746700078e-08 0.016725240197302215 0.0001802923375554156 1.2762623111532377e-05 6.084827614055298e-08 0.12054650243374727 0.0011258247656799401 5.413118937485605e-05 1.5405061196616146e-07 0.5112840436243392 0.0043561692944250816 1.4749448307419367e-06 1.1657219274643174e-08 0.013931261549831028 0.00015697113712247396 9.755539593446668e-06 6.289993246574242e-08 0.09214376755208732 0.0009489648002208303 3.566245569693458e-05 8.963725313358197e-07 0.3368417499204644 0.00888812953607549 0.00011378675260751161 9.137888765766538e-07 0.00012382346740607517 7.254049993616837e-07 1.0882063559119532 0.010817285268537263
100.36553609986143 112.62225632196298 8.590633732895633e-06 4.723893382964412e-08 0.10097579756588615 0.0018101297473266825 5.049430345923281e-05 1.4866901675716304e-07 0.5935187930089185 0.010276376405597719 8.83550073888009e-07 8.359818774695842e-09 0.010385400678718848 0.00020261897785839246 7.90250016639866e-06 4.570212298054524e-08 0.09288735637873424 0.001673424490814643 4.4368231783146e-05 1.3951213522890051e-07 0.5215118849422951 0.009047959195677642 7.451243421870719e-07 7.70140632800389e-09 0.008758320640534976 0.00017471575051899768 6.952630974284722e-06 5.284172974424617e-08 0.0817224292919593 0.0015264403310916723 3.146689475363339e-05 1.5522434149554067e-06 0.3698673338269457 0.01930589837692512 9.143538201964984e-05 1.5600844526035354e-06 9.804904554322565e-05 6.455066918426632e-07 1.0723315567506955 0.019611054321946025
