deltam2_32,pct_68_lo,pct_68_hi,pct_90_lo,pct_90_hi,median_contour,metric_asimov,metric_real_data
0.0021,14.902887302662407,29.726735090852944,11.092342987269028,37.72738500883043,21.540310154250363,20.71826859501149,21.384264087442716
0.0021122448979591837,13.612371744819658,27.699706521213436,9.933421814747794,35.622344287679184,19.91490584583734,19.054496973602483,19.49750565921022
0.002124489795918367,12.321856186976955,25.672677951574002,8.774500642226602,33.51730356652801,18.289501537424375,17.465374009071336,17.834083808033625
0.002136734693877551,11.031340629134208,23.645649381934494,7.615579469705368,31.41226284537676,16.664097229011354,15.948739271987037,16.249664710382973
0.0021428571428571425,10.386082850212857,22.632135097114777,7.036118883444772,30.35974248480117,15.85139507480487,15.22671339278081,15.497145635479766
0.0021489795918367346,9.877258328359162,21.878396258174146,6.632055812728593,29.410012966490722,15.200889648948882,14.504687513574533,14.744626560576506
0.0021612244897959185,8.859609284651809,20.370918580292937,5.823929671296264,27.510553929869893,13.899878797236951,13.133213236388276,13.320499188478578
0.002173469387755102,7.841960240944491,18.863440902411778,5.0158035298639625,25.611094893249128,12.598867945525067,11.857942637816851,11.992192864883236
0.0021857142857142856,6.824311197237138,17.35596322453057,4.207677388431634,23.7116358566283,11.297857093813136,10.653598675655749,10.743115169925233
0.0021979591836734694,6.02295327769842,16.04288646591415,3.5998395238324017,22.115513049218524,10.190321275080963,9.51603469436161,9.56822644259654
0.002210204081632653,5.221595358159729,14.729809707297779,2.992001659233191,20.51939024180881,9.082785456348832,8.44528262233128,8.467840444158043
0.0022224489795918366,4.42023743862101,13.41673294868136,2.3841637946339582,18.923267434399037,7.97524963761666,7.441268009986108,7.440692574657277
0.0022285714285714287,4.0195584788516365,12.760194569373128,2.080244862334331,18.125206030694123,7.421481728250555,6.972537146099267,6.963082926542083
0.0022346938775510204,3.7288847451263787,12.217152933505442,1.883179760625192,17.447012440247928,6.9928263538162785,6.503806282212459,6.485473278426923
0.002246938775510204,3.1475372776758426,11.13106966177003,1.4890495572069002,16.090625259355495,6.135515604947694,5.632609872327447,5.6008452524863515
0.0022591836734693876,2.5661898102253264,10.044986390034659,1.0949193537886226,14.734238078463106,5.278204856079141,4.827264177513661,4.7854527054833795
0.0022714285714285714,1.98484234277479,8.958903118299247,0.7007891503703306,13.37785089757067,4.420894107210557,4.0900157701301705,4.042782895146644
0.002283673469387755,1.5922552418789009,8.089625542205162,0.5102276050246471,12.25658392676217,3.811153660424573,3.4232521068966375,3.378049238873416
0.0022959183673469385,1.1996681409830257,7.220347966111109,0.31966605967897044,11.13531695595371,3.2014132136386095,2.817753189170559,2.775221760703488
