# all rates in Hertz, MC rates scaled by 0.895722338851954
bin_edges bin_midpoints nuenuebar nuenuebar__err numunumubar numunumubar__err nutaunutaubar nutaunutaubar__err nue_ccnuebar_cc nue_ccnuebar_cc__err numu_ccnumubar_cc numu_ccnumubar_cc__err nutau_ccnutaubar_cc nutau_ccnutaubar_cc__err nuall_ncnuallbar_nc nuall_ncnuallbar_nc__err muon muon__err total_mc total_mc__err data data__err data_mc_ratio data_mc_ratio__err
10.0 10.92321545365875 1.8823831770645647e-09 8.437283545108318e-10 3.712560688048109e-09 1.063550473834447e-09 2.687856478382176e-10 1.992540289659418e-10 1.8823831770645647e-09 8.437283545108318e-10 3.018041107813131e-09 9.308948639351909e-10 2.6084999697473666e-10 1.9914819437691664e-10 7.02455231098459e-10 5.144089107199964e-10 0.0 0.0 5.863729512950892e-09 1.3721221937780151e-09 8.499397151805276e-09 6.0099813620391386e-09 1.4494865653391977 1.079606510466972
11.931663584704934 13.033213205630632 2.851495910600092e-09 1.1679129673951596e-09 9.069096983242293e-09 1.7985075709374305e-09 2.263367170415545e-10 1.829910622807346e-10 2.300460823936014e-09 1.0297480432974271e-09 8.376556048400947e-09 1.722290855384227e-09 1.8156498749358225e-10 1.801563132547042e-10 1.2883477510533958e-09 7.569760832305843e-10 0.0 0.0 1.214692961088394e-08 2.1522397429198393e-09 1.6998794303610552e-08 8.499397151805276e-09 1.399431366456526 0.742350679063216
14.236459589857388 15.550791539731852 4.609635063962277e-09 1.2905555244524126e-09 1.784457483482056e-08 2.7515131014109434e-09 4.969065774107589e-10 2.265402237752395e-10 3.444907187244005e-09 1.1560079694744972e-09 1.6747906351238158e-08 2.6479561663434577e-09 2.757171589353293e-10 1.7678664367523803e-10 2.4825857787761003e-09 9.53099459748035e-10 0.0 0.0 2.2951116476193594e-08 3.047569257936371e-09 2.5498191455415826e-08 1.040959307159379e-08 1.110978260332748 0.4769430884251082
16.986464646342473 18.554681312795612 8.99962305135283e-09 1.928332059980944e-09 2.233443558837021e-08 2.8603289529224037e-09 6.529969450313117e-10 3.004487654787178e-10 8.806597201362355e-09 1.9234812888163714e-09 2.1292544179699242e-08 2.784861611229809e-09 2.6297645093360977e-10 1.4371530620353302e-10 1.6249377527591512e-09 7.171660629093245e-10 6.4765723573975705e-09 6.4765723573975705e-09 3.846362794215192e-08 7.3441272601828286e-09 3.824728718312374e-08 1.2749095727707913e-08 0.9943754458275869 0.381985188564993
20.267678165364227 22.138821534568855 1.1291524134682432e-08 2.1250191050302986e-09 4.0993113041707745e-08 3.8714376972574696e-09 1.4672275645368195e-09 4.49606196669556e-10 1.0225564748741788e-08 1.984962237676529e-09 3.815987964941156e-08 3.684713670624316e-09 1.3045732172828532e-09 4.400775736644961e-10 4.061847125490795e-09 1.412453037181658e-09 1.7013192228142322e-08 1.7013192228142322e-08 7.076505696906932e-08 1.7582792484821515e-08 9.349336866985803e-08 1.993285317491292e-08 1.3211798686281429 0.43255371054823594
24.182711751219564 26.415297071229666 2.346381141946445e-08 2.8754195750098305e-09 8.678466760505213e-08 5.974531156367912e-09 2.82994070676019e-09 5.980461436459682e-10 2.1628456318593778e-08 2.7910974598333288e-09 8.032772683168352e-08 5.695869281105876e-09 2.15312150787982e-09 4.997196751483232e-10 8.969115073119635e-09 1.95904257463345e-09 2.3766118788675852e-08 1.873142177383891e-08 1.368445385199526e-07 1.9879307863457837e-08 1.3599035442888442e-07 2.4039925448156554e-08 0.9937579964804832 0.2273799174329833
28.853998118144272 31.517843814395402 3.706004894287588e-08 3.748397290502652e-09 1.5633812789509978e-07 7.700771761603142e-09 6.62498113263061e-09 9.359752575106493e-10 3.339643354671361e-08 3.5645486438438882e-09 1.4097444670996883e-07 7.232253653052624e-09 5.743384873117642e-09 8.806996989263841e-10 1.990889284080617e-08 2.905389088971178e-09 2.079959169047742e-08 1.218332561280128e-08 2.208227496610837e-07 1.4921857814694652e-08 2.4223281882645034e-07 3.2084520647870803e-08 1.0969559033126188 0.16311145477842606
34.42761986194067 37.60603093086393 7.673416203810565e-08 5.421599827934457e-09 2.6901881131372897e-07 1.0155896436479957e-08 1.4293356048763515e-08 1.4191689941143147e-09 7.139655361842539e-08 5.268770101780609e-09 2.4878876023910633e-07 9.688268753355763e-09 1.1308046886503568e-08 1.2681700877174298e-09 2.8552968656562833e-08 3.364412662348738e-09 1.6439382383237528e-08 1.1926898705746074e-08 3.764857117838358e-07 1.663733543851743e-08 4.2072015901436114e-07 4.228396694513018e-08 1.1174930305347768 0.12268967929465922
41.07787782147818 44.87025098230767 1.2071969074836443e-07 6.744793417902358e-09 5.134019015081031e-07 1.4123911689594185e-08 2.1570178472855184e-08 1.7042843496174672e-09 1.1182945175145136e-07 6.556951380238785e-09 4.825903121487571e-07 1.365515365477553e-08 1.770936223079087e-08 1.5597287914065244e-09 4.3562644598323345e-08 3.999014649747857e-09 7.330340186511718e-08 3.762854368690373e-08 7.2899517259444e-07 4.0789569804144885e-08 6.587032792649089e-07 5.290832059170354e-08 0.9035770112449889 0.08845076045515995
49.01274189394899 53.53767396821713 1.897326651328965e-07 8.434290482885682e-09 8.323621720392059e-07 1.7837498306234954e-08 4.217937350006967e-08 2.4281964233881423e-09 1.7595072744738483e-07 8.184966640932635e-09 7.668557498367186e-07 1.701567747695919e-08 3.335260495985298e-08 2.1547467057531905e-09 8.81151284282156e-08 5.834367777759226e-09 3.0933991781659955e-08 1.5726855006743037e-08 1.0952082024538322e-06 2.5348445870473088e-08 1.172916806949128e-06 7.060129520160362e-08 1.070953271096024 0.06906505470160103
