# all rates in Hertz, MC rates scaled by 0.895722338851954
bin_edges bin_midpoints nuenuebar nuenuebar__err numunumubar numunumubar__err nutaunutaubar nutaunutaubar__err nue_ccnuebar_cc nue_ccnuebar_cc__err numu_ccnumubar_cc numu_ccnumubar_cc__err nutau_ccnutaubar_cc nutau_ccnutaubar_cc__err nuall_ncnuallbar_nc nuall_ncnuallbar_nc__err muon muon__err total_mc total_mc__err data data__err data_mc_ratio data_mc_ratio__err
1.0 3.1622776601683795 1.9133815877472273e-07 8.207212731641657e-09 5.299045101020579e-07 1.3354811637138236e-08 6.873611531961509e-08 3.3097476091857987e-09 1.7919698705601306e-07 8.002658823308336e-09 4.99111024048596e-07 1.2913139311141383e-08 5.149759620549757e-08 2.877641367852435e-09 6.01731768862891e-08 4.194189906189217e-09 0.0 0.0 7.899787841963957e-07 1.602072919446474e-08 7.776948393901828e-07 5.748885675888233e-08 0.9844502851823941 0.07546154792814228
10.0 14.142135623730951 3.818506739730787e-07 1.0945803554177749e-08 1.2469119911117233e-06 2.0056200036822172e-08 1.729407884493231e-07 5.2325640388251824e-09 3.5904595395979343e-07 1.0708878623370985e-08 1.163767574144321e-06 1.9254339004993988e-08 1.3747749032090088e-07 4.696901265319963e-09 1.4141243510910987e-07 6.478500474538325e-09 5.2993790248862916e-08 1.909699250772599e-08 1.854697243782988e-06 3.023469240168031e-08 1.8486188805176475e-06 8.863449116412061e-08 0.9967227194164894 0.050475868426525225
20.0 22.44241613174992 2.2857492503917592e-07 8.368379697756257e-09 9.196017110061701e-07 1.762848318155545e-08 1.2491496573613302e-07 4.435956547794929e-09 2.138650182877933e-07 8.152794041720576e-09 8.397316351018771e-07 1.6720012173591082e-08 9.871028101821494e-08 3.9671131223758615e-09 1.2078466737359382e-07 6.221419793315014e-09 5.019036545401904e-08 1.7926363089869138e-08 1.3232819672354983e-06 2.6866808559483757e-08 1.2409119841635702e-06 7.261888109796542e-08 0.937753264148223 0.0580868014548797
25.183102091531453 28.258482831324535 6.52057249683076e-07 1.4867469253214194e-08 2.165707663362298e-06 2.654479230776594e-08 2.5388350016748296e-07 6.244297790880278e-09 6.069486918526475e-07 1.4374144640318068e-08 2.019531816538838e-06 2.5442933244093984e-08 2.003588517914159e-07 5.5905776538047285e-09 2.4480905302995546e-07 8.913217760801279e-09 4.1082103809966666e-08 1.9595365619539027e-08 3.1127305170228236e-06 3.672379677160715e-08 2.9875380988595543e-06 1.1267713345740706e-07 0.9597805150562762 0.037928534585898364
31.709431547624803 35.58181290465173 1.069346811748272e-06 1.9124611273061518e-08 4.002777989835294e-06 3.665504829368157e-08 4.0954612332520393e-07 7.949114385262233e-09 9.944223434357794e-07 1.852018039706063e-08 3.74876521169247e-06 3.527446724068925e-08 3.236454859167888e-07 7.106107259033569e-09 4.1483788386373164e-07 1.1608180728986179e-08 1.4736496538643194e-07 3.7299515126713407e-08 5.629035890295201e-06 5.6247538345742266e-08 5.061391003900042e-06 1.4666078597007595e-07 0.8991577070286914 0.027560004812423093
39.92709259641317 44.80302134898079 1.094780905952257e-06 1.9011270297671006e-08 5.3021506832210194e-06 4.333223847710668e-08 4.4995099901597224e-07 8.182644356907641e-09 1.017072914430384e-06 1.8427221328494714e-08 4.96469078515908e-06 4.173334820826532e-08 3.722970540767505e-07 7.481021308822071e-09 4.92821834523035e-07 1.2994862063711304e-08 1.9729362338011252e-07 5.772611389447723e-08 7.044176211569362e-06 7.508908831380058e-08 6.612530984104505e-06 1.6763431482325144e-07 0.9387231076423213 0.025815799980583178
50.274402453675144 56.413953032022334 1.0920612238328497e-06 1.8885436961407138e-08 6.506489488561354e-06 4.9255660361177944e-08 4.0944999928935995e-07 7.526677849370435e-09 1.01234846576084e-06 1.8274771424493734e-08 6.090844088535099e-06 4.74681620960094e-08 3.4469578179528924e-07 6.949453532703655e-09 5.601123755923351e-07 1.4280829755076517e-08 2.3252422119495372e-07 7.843849078687076e-08 8.240524932878514e-06 9.482630185349006e-08 7.874691461147587e-06 1.8293459237692462e-07 0.955605562180717 0.024773669487196698
63.303270479082016 71.03391692961394 1.0443333215454273e-06 1.7985335753430965e-08 8.202587710535402e-06 5.674997584385292e-08 3.6008336727273785e-07 6.6527065292174494e-09 9.704939477801277e-07 1.7451921311319668e-08 7.743289962629535e-06 5.501937572803717e-08 3.120558390044609e-07 6.249095435537856e-09 5.811646499394437e-07 1.4749173125417747e-08 3.093189776802106e-07 6.234847763930176e-08 9.916323377033779e-06 8.646168647756031e-08 1.0025038940554323e-05 2.0640589552879101e-07 1.0109632934896344 0.022604280579091345
79.70863616012757 89.4427190999916 9.039660319117997e-07 1.630852253285349e-08 1.0001361027254886e-05 6.30601104684905e-08 2.5509962340248106e-07 5.124846921022538e-09 8.389481823044774e-07 1.5839933470494655e-08 9.531242240843974e-06 6.150834166736698e-08 2.2504648856161518e-07 4.84049303078772e-09 5.651897708591004e-07 1.4532705724206108e-08 2.799246389220418e-07 6.098106151123926e-08 1.1440351321491208e-05 8.937281106972229e-08 1.1996899079773147e-05 2.2579460785093964e-07 1.0486477856004683 0.021369309056227057
100.36553609986143 112.62225632196298 6.404638750431223e-07 1.3193871835839332e-08 1.0469470504717533e-05 6.502827543030245e-08 1.5179676363812885e-07 3.6063848171158707e-09 5.897400558560876e-07 1.2767958276366268e-08 1.0097607494341203e-05 6.381582714526177e-08 1.3422260382233816e-07 3.3961072772905e-09 4.4016098937915284e-07 1.2990256867711667e-08 1.9958772134563414e-07 5.0253211582142846e-08 1.1461318864744415e-05 8.331354118766391e-08 1.1771665055250306e-05 2.2366499104978426e-07 1.0270777032005045 0.02089417197285477
126.37577710370485 141.80888893673085 3.508233950256835e-07 9.543760329540174e-09 9.670126670085239e-06 6.246101982077533e-08 8.344609804564915e-08 2.475485261118226e-09 3.2077450630830275e-07 9.18785628269157e-09 9.419946827572984e-06 6.160727961623252e-08 7.595718399464707e-08 2.3727376775585138e-09 2.877176452806364e-07 1.0634232303577332e-08 2.1310624493836887e-07 5.957808909203039e-08 1.0317502408094937e-05 8.688002696486067e-08 1.0403262113809658e-05 2.102634732658023e-07 1.0083120606443894 0.02207729126800039
159.126704834961 178.55938637901687 1.7949623635455692e-07 6.629745620591944e-09 7.409282639644349e-06 5.4504861931544994e-08 3.8654540242362176e-08 1.6401035409998358e-09 1.6258503975883266e-07 6.32546140343248e-09 7.284564742974616e-06 5.4039393322895797e-08 3.34317131777054e-08 1.47579699178836e-09 1.468519203301143e-07 7.414713167872391e-09 6.789122597241682e-08 2.2017195302157263e-08 7.695324642213685e-06 5.917922211189562e-08 8.010681815576472e-06 1.8450740663633127e-07 1.0409803598970804 0.025277704635411763
200.36520266739078 224.83396282919958 7.895283927861065e-08 4.347139206115389e-09 4.925910988920137e-06 4.424587475866393e-08 2.175183892639506e-08 1.320240231751023e-09 7.417152782996154e-08 4.254565174929447e-09 4.87287729759789e-06 4.3996297051821215e-08 1.9263708177445848e-08 1.2195639742655812e-09 6.030313351984688e-08 4.803672690672448e-09 3.5625461112320395e-08 2.059296774362173e-08 5.0622411282374645e-06 4.901436939506718e-08 5.2908747269987844e-06 1.4994873388130356e-07 1.045164501842077 0.031301946997135094
