cos_theta baseline fluct_p0_dn fluct_p0_up fluct_p1_dn fluct_p1_up
0.06000000000000005 0.36554098903731597 0.4007270578688994 0.33024457089773895 0.3946583628217599 0.33607936168316027
0.08000000000000007 0.37074193820267987 0.4109816795308937 0.33037599839430865 0.3955415388580229 0.34564913286549487
0.10000000000000009 0.3760047937816535 0.4213106939887613 0.33055680676284005 0.39639570721940054 0.3553727994241533
0.1200000000000001 0.3813536230250604 0.43169983440385457 0.33084951756585035 0.3972609621882737 0.36525821209136056
0.14000000000000012 0.38681249318372346 0.4421348339375254 0.331316652365856 0.39817739804702174 0.37531322159934133
0.15999999999999992 0.39240547150846616 0.4526014257511257 0.3320207327253737 0.399185109078025 0.3855456786803204
0.17999999999999994 0.3981566252501119 0.4630853430060079 0.3330242802069204 0.40032418956366345 0.39596343406652285
0.19999999999999996 0.4040900216594837 0.4735723188635237 0.3343898163730126 0.401634733786317 0.40657433849017327
0.21999999999999997 0.41022972798740504 0.4840480864850253 0.3361798627861674 0.40315683602836555 0.4173862426834965
0.24 0.41659981148469905 0.4944983790318646 0.3384569410089011 0.4049305905721893 0.4284069973787173
0.26 0.42322433940218906 0.5049089296653938 0.3412835726037308 0.4069960917001682 0.43964445330806073
0.28 0.43012737899069825 0.5152654715469649 0.344722279133173 0.4093934336946821 0.45110646120375114
0.30000000000000004 0.4373329975010499 0.5255537378379297 0.3488355821597446 0.41216271083811123 0.4628008717980137
0.32000000000000006 0.44486526218406736 0.5357594616996405 0.35368600324596217 0.41534401741283533 0.474735535823073
0.3400000000000001 0.4527482402905739 0.5458683762934494 0.35933606395434275 0.41897744770123474 0.4869183040111541
0.3600000000000001 0.46100429531510356 0.5558649372819531 0.36584615449676267 0.4231009373590085 0.4993557835865003
0.3800000000000001 0.4696166043575364 0.5657042178563813 0.373227644020372 0.42770277362819975 0.5120259810897839
0.40000000000000013 0.4785291581230989 0.5753119087365959 0.38144288060759474 0.43272159533719506 0.5248783023781064
0.41999999999999993 0.48768424356072815 0.5846124231437041 0.39045208099021417 0.4380938826877004 0.5378609098005871
0.43999999999999995 0.49702414761936137 0.593530174298813 0.4002154619000143 0.4437561158814219 0.5509219657063461
0.45999999999999996 0.506491157247936 0.6019895754230294 0.4106932400687784 0.4496447751200655 0.5640096324445034
0.48 0.5160275593953888 0.6099150397374608 0.42184563222829036 0.45569634060533726 0.5770720723641789
0.5 0.525575641010657 0.6172309804632132 0.4336328551103334 0.461847292538943 0.590057447814492
0.52 0.5350776890426779 0.6238618108213946 0.4460151254466913 0.468034111122589 0.6029139211445629
0.54 0.5444759904403889 0.6297319440331117 0.45895265996914775 0.47419327655798105 0.6155896547035113
0.56 0.5537128321527265 0.6347657933194715 0.472405675409486 0.48026126904682515 0.6280328108404574
0.5800000000000001 0.5627305011286283 0.638887771901581 0.4863343884994901 0.4861745687908274 0.6401915519045206
0.6000000000000001 0.5714712843170312 0.642022293000547 0.5006990159709431 0.4918696559916936 0.6520140402448207
0.6200000000000001 0.5798774686668727 0.6440937698374769 0.5154597745556292 0.49728301085113 0.6634484382104779
0.6400000000000001 0.5878913411270897 0.6450266156334775 0.5305768809853314 0.5023511135708424 0.6744429081506119
0.6600000000000001 0.5954548986613568 0.6447376996117121 0.5460175387690668 0.5070132402954824 0.6849422000160468
0.6799999999999999 0.6025034685723071 0.6429703790426403 0.5619096472922129 0.5112729738574484 0.694812578596803
0.7 0.6089657085015322 0.6392944992440165 0.5785418018165104 0.5151982037768859 0.7038418235220977
0.72 0.6147699861053608 0.6332723615356516 0.5962095843809311 0.5188596155168851 0.7118143020228517
0.74 0.6198446690401224 0.6244662672373578 0.6152085770244483 0.5223278945405376 0.7185143813299867
0.76 0.6241181249621456 0.6124385176689455 0.6358343617860344 0.5256737263109339 0.7237264286744238
0.78 0.6275187215277592 0.5967514141502264 0.6583825207046621 0.5289677962911645 0.7272348112870842
0.8 0.6299748263932927 0.5769672580010113 0.6831486358193042 0.5322807899443209 0.728823896398889
0.8200000000000001 0.6314148072150745 0.5526483505411118 0.7104282891689334 0.5356833927334934 0.7282780512407594
0.8400000000000001 0.631767031649434 0.523356993090339 0.7405170627925226 0.5392462901217729 0.7253816430436167
0.8600000000000001 0.6309598673527003 0.4886554869685043 0.7737105387290445 0.5430401675722506 0.7199190390383825
0.8800000000000001 0.6289216819812017 0.4481061334954186 0.8103042990174716 0.5471357105480168 0.7116746064559771
0.9000000000000001 0.6255808431912676 0.40127123399089326 0.8505939256967765 0.5516036045121624 0.7004327125273225
0.9199999999999999 0.620865718639227 0.34771308977474014 0.8948750008059319 0.5565145349277786 0.6859777244833398
0.94 0.6147046759814087 0.28699400216676924 0.9434431063839109 0.561939187257956 0.6680940095549498
0.96 0.6070533126171895 0.21886436945812224 0.9964596824775347 0.5679315995769274 0.6466375606058855
0.98 0.5984935100360417 0.14740082028052334 1.0510009033141332 0.5741629200151906 0.6231117600545388
1.0 0.590233433817534 0.08100621360628064 1.1010576773015468 0.579921406759509 0.6006673798739619
