cos_theta,nominal,h1-100cm,h2-50cm,h3-30cm,dima,dima+,dima-,dragon,greco,baseline,msu2,martin_0.6_14,martin_0.8_40,martin_1.8_125,all,tilted,horizontal,bfp_three_flav,bfp_sterile
0.7,0.7377715532392745,0.7423285485632737,0.7166019313736453,0.6849283877246899,0.6077331138356485,0.5872002169753756,0.6282663261836994,0.6144078827388503,0.5983147993032215,0.6089657085015322,0.6065488514960616,0.6242086391707083,0.6506848146023705,0.6481022920667819,0.6196590333866975,0.6092684496844192,0.6372633801833725,0.6308128992124197,0.7005865622228006
0.72,0.7550137209711503,0.7471012739831465,0.7156904770907827,0.6798734309439883,0.6158673191889934,0.5954670687571039,0.6362678822714034,0.6198205340943388,0.6050579098735273,0.6147699861053608,0.6169220506718938,0.6280219657410911,0.6511525201590693,0.6427100638571462,0.6161888300295042,0.604239389562386,0.6350547228637043,0.6304371087505432,0.6960032381751691
0.74,0.7720654944831948,0.7497685663237738,0.7120551515985322,0.671762066336293,0.6236332457056267,0.6035735372243092,0.6436932606860412,0.624394935402953,0.6113099728462283,0.6198446690401225,0.6272741831076505,0.6306670502034372,0.6497069856759342,0.6345478816508028,0.6104978070431553,0.5968504382627224,0.6306536134454123,0.6282032740096194,0.6882910189300349
0.76,0.7888768814300369,0.7499521005912251,0.705226402581481,0.660085398506654,0.6310214114147514,0.6115566905375599,0.6504864285898335,0.6280380040232499,0.6170457428686147,0.6241181249621456,0.6376554910856708,0.6319893258828762,0.6460524691460945,0.6231756354038208,0.6022547733213748,0.5867523964992245,0.6237241058663467,0.6238358608104685,0.6769201525051473
0.78,0.8053978894663055,0.7472735517915703,0.6947346777242167,0.6443345320601209,0.6380223343455705,0.6194535968574245,0.6565913531450024,0.630656657313787,0.6222399745879772,0.6275187215277593,0.648116216888294,0.6318342261045388,0.6398932285626797,0.6081532150722705,0.5911285377578863,0.5735960649856886,0.613930254064359,0.6170593349739101,0.6613608869182569
0.8,0.8215785262466305,0.7413545949308795,0.6801104247113273,0.624000571601744,0.6446265325272874,0.6273013243444718,0.6619520015137691,0.6321578126331219,0.6268674226516066,0.6299748263932927,0.6587066027978598,0.630047184193555,0.6309335219188198,0.5890405106122217,0.5767879092464138,0.5570322444359115,0.6009361119773003,0.6075981623207649,0.6410834701871144
0.8200000000000001,0.8373687994256411,0.7318169050152229,0.6608840912274,0.5985746217365728,0.6508245239891053,0.6351369411592704,0.6665123408583554,0.6324483873398118,0.630902841706793,0.6314148072150747,0.6694768910967069,0.6264736334750552,0.6188776072076441,0.5653974119797441,0.5589016966806809,0.5367117355636895,0.584405733543022,0.5951768086718529,0.6155581503294696
0.8400000000000001,0.8527187166579667,0.7182821570506703,0.6365861249570225,0.5675477870696578,0.6566068267602272,0.6429975154623893,0.6702163383409828,0.6314352987924141,0.6343209864008272,0.631767031649434,0.6804773240671752,0.6209590072741703,0.6034297424222821,0.5367838091309078,0.5371387089544116,0.5122853390828191,0.564003172699375,0.5795197398479947,0.5842551753630733
0.8600000000000001,0.8675782855982369,0.7003720260432922,0.6067469735847827,0.5304111722060489,0.6619639588698566,0.6509201154143966,0.6730079611238732,0.6290254643494866,0.6370966113810002,0.6309598673527004,0.6917581439916042,0.6133487389160304,0.584294185555864,0.5027595920217829,0.51116775496133,0.48340385570709704,0.539392483384211,0.56035142167001,0.5466447933056755
0.8800000000000001,0.8818975139010805,0.6777081869991579,0.5708970847952678,0.48665588175079577,0.6668864383471963,0.6589418091758614,0.6748311763692474,0.6251258013695862,0.6392044712946017,0.6289216819812018,0.7033695931523325,0.6034882617257655,0.5611751946015184,0.4628846506084387,0.4806576435951595,0.4497180861503194,0.5102377195353803,0.5373963199587188,0.5021972521750263
0.9000000000000001,0.8956264092211271,0.6499123149243378,0.5285669062730657,0.4357730203089485,0.6713647832214498,0.667099664907352,0.6756299512393276,0.6196432272112704,0.6406193207889227,0.6255808431912676,0.7153619138317,0.5912230090285062,0.5337770275523757,0.41671887484694553,0.445277183749624,0.4108788311262828,0.47620293509073486,0.5103789005349421,0.4503827999888765
0.9199999999999999,0.9087149792130063,0.6166060848249025,0.4792868857027645,0.3772536924855578,0.6753895115218203,0.6754307507694374,0.6753482528963352,0.612484659233097,0.6413159145112538,0.620865718639227,0.727785348312046,0.5763984141493832,0.5018039424015657,0.36382215469337387,0.4046951843184481,0.36653689134878437,0.4369521839881262,0.47902362921949976,0.3906716847649769
0.94,0.9211132315313473,0.5774111717069208,0.42258747076895076,0.31058900288567226,0.6789511412775108,0.6839721349226859,0.6739300485024918,0.6035570147936229,0.6412690071088855,0.6147046759814088,0.7406901388757097,0.5588599104135262,0.4649601971422169,0.3037543801037922,0.35858045419535445,0.31634306753161945,0.39214952016540433,0.4430549718332116,0.32253415452107626
0.96,0.9327591595140485,0.5320866773640642,0.3581842038479773,0.23548039354697262,0.6820392166640865,0.6927432520930574,0.6713349912126703,0.5928030328517964,0.6404617482535545,0.6070533126171896,0.7540984512690901,0.5385147001740168,0.42307049304324523,0.23626263782462065,0.3067455561538625,0.26010253332707717,0.3416009225765811,0.4023131003818704,0.24565678850657907
0.98,0.9433144272141902,0.48355251970481716,0.2900498052267808,0.15646706745762917,0.6846208832234305,0.7013579680105012,0.6678835120127208,0.5809893491755413,0.6390703731792622,0.5984935100360418,0.7673866909119559,0.516690673426801,0.37872972671662936,0.1653995407803159,0.2523093922027746,0.20117103997276076,0.2883766455473448,0.35929942912562973,0.16470178429891072
1.0,0.9521643694000357,0.43788943275247927,0.22641417310288375,0.08292598855630291,0.6866408878637449,0.7090245794089567,0.6642568197194719,0.5697064963417595,0.6374642026822744,0.5902334338175342,0.7792855028974457,0.49613640781069107,0.33730299011741244,0.09952322807337223,0.2016972035861772,0.146454916291589,0.23881121877506145,0.31917661457900476,0.08930695780351926
