cos_theta,nominal,h1-100cm,h2-50cm,h3-30cm,dima,dima+,dima-,dragon,greco,baseline,msu2,martin_0.6_14,martin_0.8_40,martin_1.8_125,all,tilted,horizontal,bfp_three_flav,bfp_sterile
0.45999999999999996,0.5322604459896904,0.612467762318925,0.6282604510025732,0.6301212304667049,0.4912196441956043,0.47506441917562814,0.5073751223671623,0.5129686475581497,0.49275228846630875,0.5064911572479359,0.476544326313928,0.5301406228978185,0.570525236674733,0.604689246398474,0.5716035836699553,0.5734432349446021,0.5769838927423663,0.560876137089363,0.6389130595742296
0.48,0.5484416276551188,0.626068382005955,0.6397903682090577,0.6397261087201006,0.5012259677462566,0.48443928056940166,0.5180129176017423,0.5225944546483475,0.5021514160797137,0.5160275593953888,0.48700223813659915,0.5397319043427142,0.5802364575360544,0.6130357922908335,0.5794555664705618,0.580620056656758,0.585678054898081,0.5697636688517711,0.649124756535346
0.5,0.5649162369226205,0.6393627721833242,0.6507967978944054,0.6486751948921518,0.5113567862029766,0.4939863435625928,0.528727500278235,0.5322024169082351,0.5116281679640311,0.5255756410106571,0.4976930568139938,0.549209835202005,0.5896224870258538,0.6207848726973241,0.5868584819028513,0.5872949579336341,0.5939473703459137,0.5783261592933522,0.6586714038908335
0.52,0.5816479386612418,0.6522950427227001,0.6612142164604624,0.6568956087636438,0.5215580305251776,0.5036512171580333,0.5394651233163169,0.5417343442235172,0.5211260366917277,0.535077689042678,0.5085662151010547,0.5585139556921159,0.5986182720095121,0.6278621225171124,0.5937402613328386,0.5933931419233904,0.601722216241956,0.5864967103751546,0.6674812706225743
0.54,0.5986003977400287,0.6648093034957496,0.6709771003090751,0.6643144701153622,0.531775631672272,0.513379510358555,0.5501720396356635,0.5511320464798974,0.5305885148352699,0.5444759904403887,0.5195711457527248,0.5675838060294721,0.6071587593524095,0.6341931766493653,0.6000288361265393,0.5988398117741874,0.6089329697422993,0.5942084240582263,0.6754826257124512
0.56,0.6157372790280272,0.6768496643741398,0.6800199258420894,0.6708588987280922,0.541955520603673,0.523116832166989,0.5607945021559508,0.56033733356308,0.5399590949671244,0.5537128321527264,0.5306572815239465,0.5763589264304978,0.6151788959199267,0.639703669993249,0.6056521376499681,0.6035601706341851,0.6155100080030351,0.6013944023036154,0.6826037381423461
0.5800000000000001,0.6330222473942835,0.6883602352295375,0.6882771694613513,0.6764560143826194,0.5520436282787933,0.5328087915861675,0.5712787637968545,0.5692920153587689,0.5491812696597574,0.5627305011286284,0.5417740551696626,0.5847788571116184,0.622613628577444,0.6443192374479304,0.6105380972691402,0.6074794216515437,0.6213837081802553,0.6079877470723699,0.6887728768941414
0.6000000000000001,0.6504189677078436,0.6992851259336094,0.6956833075687069,0.6810329368597287,0.5619858856570453,0.5424009976189215,0.5815710774780507,0.5779379017526681,0.5581985314856357,0.5714712843170313,0.5528708994448156,0.5927831382892582,0.6293979041903417,0.6479655139125758,0.6146146463500702,0.6105227679744231,0.6264844474300512,0.6139215603255376,0.6939183109497189
0.6200000000000001,0.667891104837754,0.7095684463580231,0.7021728165660026,0.684516785940206,0.5717282236978424,0.551839059268083,0.5916176961192149,0.5862168026304819,0.5669543730172258,0.5798774686668728,0.5638972471043486,0.6003113101798427,0.6354666696240007,0.6505681342863521,0.6178097162587739,0.6126154127509836,0.6307426029085146,0.6191289440241672,0.6979683092909619
0.6400000000000001,0.6854023236530605,0.7191543063744452,0.7076801728550842,0.6868346814048364,0.5812165733605972,0.5610685855364835,0.601364872640023,0.5940705278779139,0.5753922868269942,0.5878913411270899,0.5748025309032042,0.6073029129997962,0.6407548717438012,0.6520527334684256,0.6200512383612656,0.6136825591293857,0.6340885517717368,0.6235430001293066,0.7008511408997516
0.6600000000000001,0.7029160044975089,0.7279800984615096,0.7121314355728549,0.687904659384911,0.5903977945020097,0.5700370908260741,0.6107588123402041,0.6014401604530195,0.5834564167806326,0.5954548986613569,0.5855382837948122,0.6136955264053087,0.6451926513969518,0.6523373266716486,0.6212617456387216,0.6136436935404066,0.6364471227754297,0.6270924840157488,0.7024855326545517
0.6799999999999999,0.7203889836329367,0.7358287150580844,0.7152590667625318,0.6874358320733472,0.5992401116163882,0.5787359137185552,0.6197446252607066,0.6082500639779297,0.5911058864880201,0.6025034685723072,0.596104343297814,0.6193816371671574,0.6485996110127078,0.6511646763236392,0.6212396082210111,0.6122868179150247,0.6376155314665645,0.6296061795744282,0.7025707430551781
