3.733600000000000252e-01 2.537980000000000010e-03
3.763799999999999923e-01 2.608200000000000188e-03
3.829699999999999771e-01 2.655760000000000065e-03
3.921899999999999831e-01 2.692390000000000234e-03
4.019800000000000040e-01 2.716200000000000211e-03
4.117700000000000249e-01 2.731350000000000010e-03
4.215599999999999903e-01 2.740900000000000107e-03
4.313500000000000112e-01 2.747040000000000072e-03
4.411399999999999766e-01 2.750789999999999919e-03
4.509299999999999975e-01 2.753049999999999942e-03
4.607200000000000184e-01 2.753130000000000334e-03
4.705099999999999838e-01 2.754750000000000254e-03
4.802899999999999947e-01 2.756320000000000037e-03
4.900800000000000156e-01 2.758060000000000112e-03
4.998699999999999810e-01 2.761060000000000077e-03
5.096600000000000019e-01 2.764879999999999942e-03
5.194499999999999673e-01 2.769960000000000130e-03
5.292400000000000437e-01 2.775560000000000267e-03
5.390300000000000091e-01 2.781870000000000089e-03
5.488199999999999745e-01 2.788450000000000043e-03
5.586100000000000509e-01 2.794930000000000157e-03
5.684000000000000163e-01 2.800600000000000311e-03
5.781800000000000272e-01 2.804960000000000005e-03
5.879699999999999926e-01 2.807519999999999981e-03
5.977599999999999580e-01 2.807249999999999850e-03
6.075500000000000345e-01 2.803219999999999931e-03
6.173399999999999999e-01 2.794420000000000150e-03
6.271299999999999653e-01 2.778080000000000046e-03
6.369200000000000417e-01 2.750670000000000198e-03
6.453900000000000192e-01 2.710970000000000046e-03
6.508500000000000396e-01 2.664070000000000153e-03
6.535800000000000498e-01 2.607460000000000246e-03
6.539399999999999658e-01 2.549480000000000236e-03
6.514900000000000135e-01 2.508420000000000354e-03
6.465199999999999836e-01 2.464160000000000395e-03
6.384499999999999620e-01 2.419909999999999943e-03
6.286399999999999766e-01 2.385439999999999956e-03
6.188500000000000112e-01 2.362340000000000100e-03
6.090600000000000458e-01 2.348059999999999904e-03
5.992699999999999694e-01 2.334220000000000132e-03
5.894800000000000040e-01 2.325279999999999882e-03
5.796900000000000386e-01 2.321540000000000409e-03
5.698999999999999622e-01 2.318270000000000313e-03
5.601099999999999968e-01 2.316840000000000132e-03
5.503200000000000314e-01 2.316560000000000060e-03
5.405299999999999550e-01 2.316840000000000132e-03
5.307500000000000551e-01 2.316840000000000132e-03
5.209599999999999786e-01 2.317930000000000164e-03
5.111700000000000133e-01 2.318610000000000029e-03
5.013800000000000479e-01 2.319770000000000078e-03
4.915900000000000269e-01 2.320380000000000359e-03
4.818000000000000060e-01 2.321130000000000242e-03
4.720099999999999851e-01 2.322159999999999763e-03
4.622200000000000197e-01 2.323490000000000104e-03
4.524299999999999988e-01 2.325400000000000036e-03
4.426499999999999879e-01 2.328500000000000274e-03
4.328600000000000225e-01 2.333449999999999934e-03
4.230700000000000016e-01 2.340749999999999949e-03
4.132799999999999807e-01 2.350849999999999815e-03
4.034900000000000153e-01 2.365499999999999981e-03
3.936999999999999944e-01 2.387710000000000353e-03
3.839099999999999735e-01 2.424459999999999810e-03
3.775800000000000267e-01 2.467010000000000383e-03
3.733600000000000252e-01 2.537980000000000010e-03
