4.202091640101836001e-01,2.259475894784221048e-03
4.137188105393413418e-01,2.263265306122448986e-03
4.096806744997736338e-01,2.266034121416702317e-03
4.033968556671845285e-01,2.273469387755102083e-03
3.991934354907524796e-01,2.279536743732261516e-03
3.972915033794678918e-01,2.283673469387755180e-03
3.933247897457811115e-01,2.293877551020407843e-03
3.901165791169465824e-01,2.304081632653060506e-03
3.887522366985535771e-01,2.309362434223156697e-03
3.878253542488381278e-01,2.314285714285714037e-03
3.863034605256622789e-01,2.324489795918367133e-03
3.851382130241702839e-01,2.334693877551020230e-03
3.843025873995268293e-01,2.344897959183673327e-03
3.837822708010724115e-01,2.355102040816326424e-03
3.835209373704406288e-01,2.365306122448979521e-03
3.835224813561770585e-01,2.375510204081632618e-03
3.837768408738995718e-01,2.385714285714285714e-03
3.842177878271749725e-01,2.395918367346938811e-03
3.848493576948615047e-01,2.406122448979591474e-03
3.856695504607493552e-01,2.416326530612245005e-03
3.866461139993389584e-01,2.426530612244897668e-03
3.877652661029494796e-01,2.436734693877551199e-03
3.887522366985536326e-01,2.444532636073075416e-03
3.891319015394443803e-01,2.446938775510203862e-03
3.909332695387742196e-01,2.457142857142856959e-03
3.928721697580109806e-01,2.467346938775510055e-03
3.949787647395732737e-01,2.477551020408163152e-03
3.971962235132309726e-01,2.487755102040816249e-03
3.991934354907524796e-01,2.496416717790510189e-03
3.996465611087462455e-01,2.497959183673469346e-03
4.028190657998240720e-01,2.508163265306122443e-03
4.061696206975756729e-01,2.518367346938775540e-03
4.096806744997736893e-01,2.528558337998054652e-03
4.096865758585224171e-01,2.528571428571428636e-03
4.145401987420577194e-01,2.538775510204081300e-03
4.195788670679559407e-01,2.548979591836734396e-03
4.202091640101836001e-01,2.550200171547189511e-03
4.264709694512404115e-01,2.559183673469387493e-03
4.307740954666838817e-01,2.565108631695253369e-03
4.351255011395211425e-01,2.569387755102040590e-03
4.413706436702675706e-01,2.575266934309554737e-03
4.480737600299804502e-01,2.579591836734693687e-03
4.519939689819763018e-01,2.582029374678862597e-03
4.626392195332526547e-01,2.586353483176822340e-03
4.733015334418778641e-01,2.589059995085025989e-03
4.781739980330681483e-01,2.589795918367346784e-03
4.839760410324834283e-01,2.590634800317633425e-03
4.946578670606214256e-01,2.591503164562896071e-03
5.053421329393785744e-01,2.591938512252443382e-03
5.160239589675166272e-01,2.591986666477995305e-03
5.266984665581221359e-01,2.591524124855431547e-03
5.373607804667472898e-01,2.590254377820308193e-03
5.392885294554543574e-01,2.589795918367346784e-03
5.480060310180235872e-01,2.587628679026586932e-03
5.586293563297323184e-01,2.583064930121555230e-03
5.637224053445848426e-01,2.579591836734693687e-03
5.692259045333161183e-01,2.575700589128544771e-03
5.752675213556862621e-01,2.569387755102041024e-03
5.797908359898165109e-01,2.564426812612941205e-03
5.832036682756724932e-01,2.559183673469387493e-03
5.895601417239573205e-01,2.548979591836734830e-03
5.903193255002261441e-01,2.547695564122918511e-03
5.942424792793727928e-01,2.538775510204081300e-03
5.985352636408702853e-01,2.528571428571428636e-03
6.008065645092474094e-01,2.522872007359956183e-03
6.021878631281019079e-01,2.518367346938775540e-03
6.051556291092121675e-01,2.508163265306122443e-03
6.079476480094498925e-01,2.497959183673469346e-03
6.106076320671857127e-01,2.487755102040816249e-03
6.112477633014463674e-01,2.485094576966133915e-03
6.126761387404285886e-01,2.477551020408163152e-03
6.145180507704598449e-01,2.467346938775510055e-03
6.162173048278055676e-01,2.457142857142856959e-03
6.177486173459664220e-01,2.446938775510203862e-03
6.191396469249700329e-01,2.436734693877550765e-03
6.203426815664310201e-01,2.426530612244897668e-03
6.213615058304329253e-01,2.416326530612245005e-03
6.216381531888051093e-01,2.412968649965937119e-03
6.220923525419531641e-01,2.406122448979591474e-03
6.225797257218016467e-01,2.395918367346938811e-03
6.228955234858466472e-01,2.385714285714285714e-03
6.230353510665229688e-01,2.375510204081632618e-03
6.229328058583254446e-01,2.365306122448979087e-03
6.225958120653042327e-01,2.355102040816326424e-03
6.220179243364699628e-01,2.344897959183673327e-03
6.216381531888051093e-01,2.340385525567248957e-03
6.210034779502678903e-01,2.334693877551020230e-03
6.194778002015463025e-01,2.324489795918367133e-03
6.175166484949670131e-01,2.314285714285714037e-03
6.150424373453066140e-01,2.304081632653060940e-03
6.119936314847309600e-01,2.293877551020407843e-03
6.112477633014463674e-01,2.291755126433640821e-03
6.071473973390963952e-01,2.283673469387755180e-03
6.008790480866886830e-01,2.273469387755102083e-03
6.008065645092474094e-01,2.273368998573601849e-03
5.903193255002261441e-01,2.264344841930947434e-03
5.879573519424021733e-01,2.263265306122448986e-03
5.797908359898163999e-01,2.260050184311386025e-03
5.692259045333161183e-01,2.258457174681753610e-03
5.586293563297323184e-01,2.258492458006153801e-03
5.480060310180235872e-01,2.259412529151637577e-03
5.373607804667472898e-01,2.260656304484945280e-03
5.266984665581221359e-01,2.261820391929469671e-03
5.160239589675166272e-01,2.262608042467753426e-03
5.053421329393785744e-01,2.262844532498541755e-03
4.946578670606214256e-01,2.262453216459690657e-03
4.839760410324834283e-01,2.261475368469090946e-03
4.733015334418778641e-01,2.260045604097617004e-03
4.626392195332526547e-01,2.258404159159115021e-03
4.519939689819763018e-01,2.256925743673410950e-03
4.413706436702675706e-01,2.256130612413210709e-03
4.307740954666838817e-01,2.256680382377224126e-03
4.202091640101836001e-01,2.259475894784221048e-03
