4.400000000000000022e-01 2.117113040000000168e-03
4.333420900000000131e-01 2.120600000000000263e-03
4.299999999999999933e-01 2.122748220000000244e-03
4.199999999999999845e-01 2.132281990000000141e-03
4.099999999999999756e-01 2.146898700000000187e-03
4.053055199999999747e-01 2.156600000000000270e-03
4.000000000000000222e-01 2.170683550000000045e-03
3.935700500000000046e-01 2.192600000000000278e-03
3.900000000000000133e-01 2.207632170000000359e-03
3.858811500000000061e-01 2.228600000000000286e-03
3.815661900000000273e-01 2.264600000000000293e-03
3.800000000000000044e-01 2.296656790000000097e-03
3.798359499999999778e-01 2.300600000000000301e-03
3.794444900000000231e-01 2.336599999999999875e-03
3.800000000000000044e-01 2.357821239999999870e-03
3.804898800000000025e-01 2.372599999999999883e-03
3.840502000000000082e-01 2.408599999999999890e-03
3.896915300000000082e-01 2.444599999999999898e-03
3.900000000000000133e-01 2.446130089999999993e-03
3.987315100000000112e-01 2.480599999999999906e-03
4.000000000000000222e-01 2.484598420000000245e-03
4.099999999999999756e-01 2.509560260000000351e-03
4.136929200000000195e-01 2.516599999999999913e-03
4.199999999999999845e-01 2.526412489999999792e-03
4.299999999999999933e-01 2.537638709999999811e-03
4.400000000000000022e-01 2.546080589999999855e-03
4.491323700000000030e-01 2.552599999999999921e-03
4.500000000000000111e-01 2.553164340000000070e-03
4.600000000000000200e-01 2.557732530000000112e-03
4.699999999999999734e-01 2.560340160000000153e-03
4.799999999999999822e-01 2.562812099999999850e-03
4.899999999999999911e-01 2.565778260000000158e-03
5.000000000000000000e-01 2.568247060000000258e-03
5.100000000000000089e-01 2.571611959999999756e-03
5.200000000000000178e-01 2.575461279999999992e-03
5.300000000000000266e-01 2.578457399999999847e-03
5.400000000000000355e-01 2.580825780000000052e-03
5.500000000000000444e-01 2.581751119999999705e-03
5.600000000000000533e-01 2.581726830000000052e-03
5.699999999999999512e-01 2.581765970000000215e-03
5.799999999999999600e-01 2.580878359999999854e-03
5.899999999999999689e-01 2.577227720000000236e-03
5.999999999999999778e-01 2.567618470000000101e-03
6.095779300000000456e-01 2.552599999999999921e-03
6.099999999999999867e-01 2.551897519999999676e-03
6.199999999999999956e-01 2.529598890000000003e-03
6.241642800000000157e-01 2.516599999999999913e-03
6.300000000000000044e-01 2.491809700000000016e-03
6.319013300000000388e-01 2.480599999999999906e-03
6.362822500000000492e-01 2.444599999999999898e-03
6.391672900000000546e-01 2.408599999999999890e-03
6.400000000000000133e-01 2.386884130000000055e-03
6.406949100000000064e-01 2.372599999999999883e-03
6.402378800000000370e-01 2.336599999999999875e-03
6.400000000000000133e-01 2.333799159999999911e-03
6.378822899999999629e-01 2.300600000000000301e-03
6.340057199999999948e-01 2.264600000000000293e-03
6.300000000000000044e-01 2.241440190000000034e-03
6.272332999999999936e-01 2.228600000000000286e-03
6.199999999999999956e-01 2.205067640000000270e-03
6.156736999999999904e-01 2.192600000000000278e-03
6.099999999999999867e-01 2.178477110000000272e-03
5.999999999999999778e-01 2.156733640000000132e-03
5.999184499999999920e-01 2.156600000000000270e-03
5.899999999999999689e-01 2.143182999999999894e-03
5.799999999999999600e-01 2.132623540000000168e-03
5.699999999999999512e-01 2.123830229999999677e-03
5.654432600000000031e-01 2.120600000000000263e-03
5.600000000000000533e-01 2.117498330000000192e-03
5.500000000000000444e-01 2.112024910000000373e-03
5.400000000000000355e-01 2.106181260000000201e-03
5.300000000000000266e-01 2.102049820000000124e-03
5.200000000000000178e-01 2.100818190000000064e-03
5.100000000000000089e-01 2.100807200000000177e-03
5.000000000000000000e-01 2.100618020000000197e-03
4.899999999999999911e-01 2.100664099999999951e-03
4.799999999999999822e-01 2.102181509999999972e-03
4.699999999999999734e-01 2.104937459999999764e-03
4.600000000000000200e-01 2.108640040000000007e-03
4.500000000000000111e-01 2.112727669999999933e-03
4.400000000000000022e-01 2.117113040000000168e-03
